rpm
581.4
857.14
857.14
1264.04
1203.21
1136.36
1159.79
797.87
1236.26
1190.48
1153.85
1196.81
1153.85
1546.39
1546.39
1903.55
1923.08
2284.26
1884.42
1893.94
1923.08
2261.31
1923.08
1932.99
1943.01
2261.31
2586.21
2272.73
2955.66
2625.0
3000.0
2611.94
2955.66
2611.94
2651.52
2625.0
3000.0
2970.3
2955.66
3276.7
3292.68
3292.68
3292.68
3588.52
3276.7
3292.68
3276.7
3292.68
3325.12
3571.43
3588.52
3605.77
3909.95
3928.57
3928.57
3873.24
3909.95
3928.57
3891.51
3909.95
3966.35
3873.24
3909.95
4245.28
4245.28
4285.71
4513.89
4205.61
4493.09
4285.71
4225.35
4285.71
4225.35
4225.35
4513.89
4534.88
4838.71
4534.88
4838.71
4772.73
4493.09
4534.88
4906.54
4472.48
4577.46
4493.09
4838.71
5022.32
4861.11
5022.32
5044.84
4883.72
4794.52
4816.51
4794.52
4838.71
5022.32
5090.5
5232.56
5090.5
5090.5
5405.41
5000.0
5208.33
4955.95
4906.54
5090.5
5067.57
5381.17
5309.73
5504.59
5286.34
5405.41
5429.86
5357.14
5381.17
5381.17
5113.64
5381.17
5567.68
5429.86
5717.49
5333.33
5616.74
5616.74
5357.14
5691.96
5113.64
5454.55
5405.41
5592.11
5717.49
5495.69
5691.96
5666.67
5592.11
5616.74
5795.45
5405.41
5743.24
5357.14
5592.11
5616.74
5895.2
5691.96
5973.45
5921.05
5666.67
5592.11
5641.59
5691.96
5717.49
5641.59
6081.08
5895.2
5691.96
5895.2
5818.97
5921.05
5717.49
6026.79
5592.11
5691.96
5666.67
5921.05
6081.08
6000.0
5691.96
5844.16
5895.2
5947.14
6026.79
5616.74
5691.96
5921.05
5947.14
5921.05
5973.45
6222.71
5895.2
5921.05
6053.81
5869.56
5947.14
5947.14
5921.05
5921.05
5947.14
6195.65
6000.0
6361.61
5769.23
6277.53
5921.05
5717.49
5921.05
5947.14
6142.24
5973.45
6222.71
6222.71
6142.24
6195.65
5869.56
5973.45
5947.14
5947.14
5947.14
6168.83
6168.83
5973.45
6195.65
6089.74
5921.05
6195.65
5947.14
5769.23
5947.14
6115.88
5921.05
6195.65
6250.0
6277.53
6115.88
5869.56
5921.05
6108.6
5895.2
6000.0
6305.31
5793.99
6142.24
6195.65
6195.65
6142.24
6195.65
5921.05
6361.61
5818.97
6026.79
6115.88
6195.65
6250.0
6277.53
6465.52
6195.65
6465.52
6115.88
6053.81
6142.24
6222.71
6142.24
6437.77
6168.83
6465.52
6250.0
6465.52
6493.51
6115.88
6390.13
5818.97
6250.0
6465.52
6222.71
6250.0
6637.17
6063.83
6437.77
6168.83
6168.83
6250.0
6361.61
6038.14
6195.65
6250.0
6305.31
6115.88
6550.22
6063.83
6168.83
6142.24
5947.14
6222.71
6142.24
6277.53
6089.74
6250.0
6250.0
6222.71
6142.24
6168.83
6168.83
5947.14
6222.71
5947.14
6142.24
6168.83
6222.71
6195.65
6168.83
6168.83
6195.65
5947.14
6361.61
5844.16
6250.0
5895.2
6142.24
6250.0
6222.71
6329.11
6142.24
6168.83
6026.79
6000.0
6026.79
6142.24
6168.83
6142.24
6195.65
6437.77
6142.24
6168.83
6222.71
6195.65
5947.14
6222.71
6142.24
6465.52
6168.83
6465.52
6437.77
6142.24
6437.77
6222.71
6195.65
6222.71
6222.71
6142.24
6437.77
6465.52
6250.0
6493.51
6465.52
6195.65
6437.77
6390.13
6063.83
6142.24
6437.77
6521.74
6168.83
6465.52
6437.77
6465.52
6493.51
6063.83
6222.71
6222.71
6410.26
6168.83
6465.52
6493.51
6465.52
6493.51
6465.52
6142.24
6465.52
6222.71
6222.71
6410.26
6465.52
6410.26
6493.51
6437.77
6410.26
6437.77
6493.51
6222.71
6465.52
6222.71
6410.26
6437.77
6702.13
6382.98
6465.52
6437.77
6437.77
6437.77
6550.22
6142.24
6521.74
6115.88
6465.52
6465.52
6788.79
6195.65
6759.66
6115.88
6410.26
6222.71
6437.77
6142.24
6410.26
6465.52
6493.51
6788.79
6410.26
6410.26
6437.77
6410.26
6195.65
6493.51
6437.77
6437.77
6437.77
6493.51
6730.77
6382.98
6759.66
6437.77
6168.83
6465.52
6222.71
6437.77
6437.77
6589.96
6788.79
6410.26
6437.77
6730.77
6142.24
6465.52
6493.51
6195.65
6437.77
6465.52
6788.79
6410.26
6465.52
6465.52
6437.77
6382.98
6493.51
6195.65
6410.26
6437.77
6759.66
6410.26
6465.52
6702.13
6410.26
6465.52
6437.77
6465.52
6493.51
6437.77
6437.77
6645.57
6521.74
6673.73
6673.73
6355.93
6493.51
6465.52
6521.74
6168.83
6730.77
6382.98
6437.77
6730.77
6437.77
6673.73
6410.26
6493.51
6250.0
6666.67
6089.74
6465.52
6465.52
6493.51
6730.77
6465.52
6410.26
6465.52
6382.98
6493.51
6493.51
6437.77
6437.77
6730.77
6437.77
6818.18
6355.93
6673.73
6493.51
6465.52
6550.22
6168.83
6437.77
6730.77
