Unnamed: 0.1,Unnamed: 0,tensao,tempo
117,117,1.07,0.08024691358024691
118,118,1.66,0.08093278463648833
119,119,2.35,0.08161865569272976
120,120,3.17,0.0823045267489712
121,121,4.1,0.08299039780521261
122,122,5.15,0.08367626886145405
123,123,6.32,0.08436213991769546
124,124,7.61,0.0850480109739369
125,125,9.02,0.08573388203017832
126,126,10.56,0.08641975308641975
127,127,12.41,0.08710562414266117
128,128,14.38,0.0877914951989026
129,129,16.52,0.08847736625514403
130,130,18.77,0.08916323731138545
131,131,21.17,0.08984910836762688
132,132,23.69,0.0905349794238683
133,133,26.27,0.09122085048010974
134,134,29.04,0.09190672153635115
135,135,31.82,0.09259259259259259
136,136,34.8,0.093278463648834
137,137,37.84,0.09396433470507544
138,138,40.94,0.09465020576131687
139,139,44.23,0.09533607681755829
140,140,47.57,0.09602194787379972
141,141,50.92,0.09670781893004114
142,142,54.38,0.09739368998628258
143,143,57.85,0.098079561042524
144,144,61.44,0.09876543209876543
145,145,65.09,0.09945130315500685
146,146,68.74,0.10013717421124828
147,147,72.49,0.10082304526748971
148,148,76.25,0.10150891632373113
149,149,80.08,0.10219478737997256
150,150,83.89,0.10288065843621398
151,151,87.72,0.10356652949245541
152,152,91.64,0.10425240054869683
153,153,95.55,0.10493827160493827
154,154,99.62,0.10562414266117968
155,155,103.64,0.10631001371742112
156,156,107.86,0.10699588477366255
157,157,112.16,0.10768175582990397
158,158,116.51,0.1083676268861454
159,159,120.68,0.10905349794238682
160,160,124.84,0.10973936899862825
161,161,129.08,0.11042524005486967
162,162,133.07,0.1111111111111111
163,163,137.14,0.11179698216735252
164,164,141.14,0.11248285322359396
165,165,144.97,0.11316872427983539
166,166,148.79,0.11385459533607681
167,167,152.52,0.11454046639231824
168,168,156.13,0.11522633744855966
169,169,159.75,0.11591220850480109
170,170,163.18,0.11659807956104251
171,171,166.51,0.11728395061728394
172,172,169.69,0.11796982167352536
173,173,172.79,0.1186556927297668
174,174,175.74,0.11934156378600823
175,175,178.52,0.12002743484224965
176,176,181.2,0.12071330589849108
177,177,183.68,0.1213991769547325
178,178,186.02,0.12208504801097393
179,179,188.17,0.12277091906721535
180,180,190.2,0.12345679012345678
181,181,192.04,0.1241426611796982
182,182,193.69,0.12482853223593963
183,183,195.17,0.12551440329218105
184,184,196.43,0.1262002743484225
185,185,197.52,0.12688614540466392
186,186,198.42,0.12757201646090535
187,187,199.11,0.12825788751714676
188,188,199.62,0.1289437585733882
189,189,199.91,0.12962962962962962
190,190,200.0,0.13031550068587106
191,191,199.88,0.13100137174211246
192,192,199.54,0.1316872427983539
193,193,199.0,0.13237311385459533
194,194,198.25,0.13305898491083676
195,195,197.27,0.1337448559670782
196,196,196.06,0.1344307270233196
197,197,194.71,0.13511659807956103
198,198,193.12,0.13580246913580246
199,199,191.26,0.1364883401920439
200,200,189.24,0.1371742112482853
201,201,186.98,0.13786008230452673
202,202,184.61,0.13854595336076816
203,203,182.04,0.1392318244170096
204,204,179.26,0.13991769547325103
205,205,176.26,0.14060356652949244
206,206,173.21,0.14128943758573387
207,207,169.8,0.1419753086419753
208,208,166.38,0.14266117969821673
209,209,162.81,0.14334705075445814
210,210,158.98,0.14403292181069957
211,211,155.1,0.144718792866941
212,212,151.1,0.14540466392318244
213,213,147.0,0.14609053497942387
214,214,142.9,0.14677640603566527
215,215,138.49,0.1474622770919067
216,216,134.11,0.14814814814814814
217,217,129.66,0.14883401920438957
218,218,125.06,0.14951989026063098
219,219,120.54,0.1502057613168724
220,220,115.82,0.15089163237311384
221,221,111.19,0.15157750342935528
222,222,106.4,0.1522633744855967
223,223,101.58,0.1529492455418381
224,224,96.83,0.15363511659807955
225,225,92.42,0.15432098765432098
226,226,88.02,0.1550068587105624
227,227,83.91,0.15569272976680382
228,228,79.61,0.15637860082304525
229,229,75.4,0.15706447187928668
230,230,71.4,0.15775034293552812
231,231,67.29,0.15843621399176955
232,232,63.3,0.15912208504801095
233,233,59.39,0.15980795610425239
234,234,55.5,0.16049382716049382
235,235,51.69,0.16117969821673525
236,236,48.08,0.16186556927297666
237,237,44.52,0.1625514403292181
238,238,41.02,0.16323731138545952
239,239,37.68,0.16392318244170095
240,240,34.42,0.1646090534979424
241,241,31.22,0.1652949245541838
242,242,28.27,0.16598079561042522
243,243,25.36,0.16666666666666666
244,244,22.55,0.1673525377229081
245,245,20.01,0.1680384087791495
246,246,17.58,0.16872427983539093
247,247,15.27,0.16941015089163236
248,248,13.12,0.1700960219478738
249,249,11.05,0.17078189300411523
250,250,9.25,0.17146776406035663
251,251,7.75,0.17215363511659806
252,252,6.41,0.1728395061728395
253,253,5.21,0.17352537722908093
254,254,4.1,0.17421124828532233
255,255,3.14,0.17489711934156377
256,256,2.29,0.1755829903978052
257,257,1.59,0.17626886145404663
258,258,1.01,0.17695473251028807
259,259,0.56,0.17764060356652947
260,260,0.25,0.1783264746227709
261,261,0.06,0.17901234567901234
262,262,0.0,0.17969821673525377
263,263,0.06,0.18038408779149517
264,264,0.25,0.1810699588477366
265,265,0.58,0.18175582990397804
266,266,1.03,0.18244170096021947
267,267,1.61,0.1831275720164609
268,268,2.32,0.1838134430727023
269,269,3.15,0.18449931412894374
270,270,4.13,0.18518518518518517
271,271,5.23,0.1858710562414266
272,272,6.48,0.186556927297668
273,273,7.84,0.18724279835390945
274,274,9.27,0.18792866941015088
275,275,10.87,0.1886145404663923
276,276,12.78,0.18930041152263374
277,277,14.87,0.18998628257887515
278,278,17.12,0.19067215363511658
279,279,19.45,0.19135802469135801
280,280,21.96,0.19204389574759945
281,281,24.59,0.19272976680384085
282,282,27.29,0.19341563786008228
283,283,30.2,0.19410150891632372
284,284,33.14,0.19478737997256515
285,285,36.24,0.19547325102880658
286,286,39.47,0.196159122085048
287,287,42.72,0.19684499314128942
288,288,46.12,0.19753086419753085
289,289,49.59,0.19821673525377229
290,290,53.11,0.1989026063100137
291,291,56.7,0.19958847736625512
292,292,60.35,0.20027434842249656
293,293,64.1,0.200960219478738
294,294,67.93,0.20164609053497942
295,295,71.74,0.20233196159122083
296,296,75.64,0.20301783264746226
297,297,79.59,0.2037037037037037
298,298,83.44,0.20438957475994513
299,299,87.47,0.20507544581618653
300,300,91.47,0.20576131687242796
301,301,95.55,0.2064471879286694
302,302,99.67,0.20713305898491083
303,303,103.77,0.20781893004115226
304,304,108.18,0.20850480109739367
305,305,112.58,0.2091906721536351
306,306,116.93,0.20987654320987653
307,307,121.25,0.21056241426611796
308,308,125.5,0.21124828532235937
309,309,129.73,0.2119341563786008
310,310,133.87,0.21262002743484223
311,311,137.95,0.21330589849108367
312,312,142.1,0.2139917695473251
313,313,145.96,0.2146776406035665
314,314,149.8,0.21536351165980794
315,315,153.65,0.21604938271604937
316,316,157.24,0.2167352537722908
317,317,160.85,0.2174211248285322
318,318,164.34,0.21810699588477364
319,319,167.66,0.21879286694101507
320,320,170.89,0.2194787379972565
321,321,173.95,0.22016460905349794
322,322,176.89,0.22085048010973934
323,323,179.67,0.22153635116598078
324,324,182.32,0.2222222222222222
325,325,184.77,0.22290809327846364
326,326,187.08,0.22359396433470505
327,327,189.2,0.22427983539094648
328,328,191.16,0.2249657064471879
329,329,192.92,0.22565157750342935
330,330,194.51,0.22633744855967078
331,331,195.92,0.22702331961591218
332,332,197.08,0.22770919067215362
333,333,198.07,0.22839506172839505
334,334,198.85,0.22908093278463648
335,335,199.45,0.2297668038408779
336,336,199.82,0.23045267489711932
337,337,199.99,0.23113854595336075
338,338,199.95,0.23182441700960219
339,339,199.69,0.23251028806584362
340,340,199.22,0.23319615912208502
341,341,198.52,0.23388203017832646
342,342,197.59,0.2345679012345679
343,343,196.49,0.23525377229080932
344,344,195.13,0.23593964334705073
345,345,193.56,0.23662551440329216
346,346,191.79,0.2373113854595336
347,347,189.82,0.23799725651577502
348,348,187.63,0.23868312757201646
349,349,185.2,0.23936899862825786
350,350,182.64,0.2400548696844993
351,351,179.9,0.24074074074074073
352,352,176.94,0.24142661179698216
353,353,173.84,0.24211248285322357
354,354,170.55,0.242798353909465
355,355,167.07,0.24348422496570643
356,356,163.49,0.24417009602194786
357,357,159.67,0.2448559670781893
358,358,155.79,0.2455418381344307
359,359,151.75,0.24622770919067213
360,360,147.58,0.24691358024691357
361,361,143.35,0.247599451303155
362,362,139.04,0.2482853223593964
363,363,134.75,0.24897119341563784
364,364,130.11,0.24965706447187927
365,365,125.5,0.2503429355281207
366,366,120.88,0.2510288065843621
367,367,116.19,0.25171467764060357
368,368,111.46,0.252400548696845
369,369,106.68,0.2530864197530864
370,370,101.88,0.25377229080932784
371,371,97.08,0.25445816186556924
372,372,92.77,0.2551440329218107
373,373,88.41,0.2558299039780521
374,374,84.06,0.2565157750342935
375,375,79.93,0.257201646090535
376,376,75.72,0.2578875171467764
377,377,71.55,0.25857338820301784
378,378,67.43,0.25925925925925924
379,379,63.49,0.25994513031550065
380,380,59.55,0.2606310013717421
381,381,55.63,0.2613168724279835
382,382,51.85,0.2620027434842249
383,383,48.15,0.2626886145404664
384,384,44.5,0.2633744855967078
385,385,41.08,0.26406035665294925
386,386,37.66,0.26474622770919065
387,387,34.34,0.26543209876543206
388,388,31.2,0.2661179698216735
389,389,28.2,0.2668038408779149
390,390,25.27,0.2674897119341564
391,391,22.52,0.2681755829903978
392,392,19.86,0.2688614540466392
393,393,17.39,0.26954732510288065
394,394,15.14,0.27023319615912206
395,395,12.92,0.2709190672153635
396,396,10.93,0.2716049382716049
397,397,9.08,0.27229080932784633
398,398,7.62,0.2729766803840878
399,399,6.26,0.2736625514403292
400,400,5.06,0.2743484224965706
401,401,3.98,0.27503429355281206
402,402,3.04,0.27572016460905346
403,403,2.22,0.2764060356652949
404,404,1.53,0.27709190672153633
405,405,0.96,0.27777777777777773
406,406,0.52,0.2784636488340192
407,407,0.21,0.2791495198902606
408,408,0.04,0.27983539094650206
409,409,0.0,0.28052126200274347
410,410,0.09,0.28120713305898487
411,411,0.31,0.28189300411522633
412,412,0.67,0.28257887517146774
413,413,1.15,0.2832647462277092
414,414,1.8,0.2839506172839506
415,415,2.56,0.284636488340192
416,416,3.45,0.28532235939643347
417,417,4.46,0.28600823045267487
418,418,5.58,0.2866941015089163
419,419,6.84,0.28737997256515774
420,420,8.2,0.28806584362139914
421,421,9.71,0.2887517146776406
422,422,11.37,0.289437585733882
423,423,13.33,0.2901234567901234
424,424,15.51,0.2908093278463649
425,425,17.8,0.2914951989026063
426,426,20.21,0.29218106995884774
427,427,22.77,0.29286694101508914
428,428,25.44,0.29355281207133055
429,429,28.25,0.294238683127572
430,430,31.2,0.2949245541838134
431,431,34.19,0.2956104252400549
432,432,37.35,0.2962962962962963
433,433,40.63,0.2969821673525377
434,434,43.92,0.29766803840877915
435,435,47.33,0.29835390946502055
436,436,50.86,0.29903978052126196
437,437,54.44,0.2997256515775034
438,438,58.06,0.3004115226337448
439,439,61.7,0.3010973936899863
440,440,65.49,0.3017832647462277
441,441,69.31,0.3024691358024691
442,442,73.16,0.30315500685871055
443,443,77.11,0.30384087791495196
444,444,81.16,0.3045267489711934
445,445,85.13,0.3052126200274348
446,446,89.19,0.3058984910836762
447,447,93.19,0.3065843621399177
448,448,97.34,0.3072702331961591
449,449,101.43,0.30795610425240055
450,450,105.8,0.30864197530864196
451,451,110.26,0.30932784636488336
452,452,114.67,0.3100137174211248
453,453,118.99,0.31069958847736623
454,454,123.28,0.31138545953360763
455,455,127.51,0.3120713305898491
456,456,131.76,0.3127572016460905
457,457,135.9,0.31344307270233196
458,458,140.04,0.31412894375857336
459,459,143.98,0.31481481481481477
460,460,147.89,0.31550068587105623
461,461,151.66,0.31618655692729764
462,462,155.48,0.3168724279835391
463,463,159.06,0.3175582990397805
464,464,162.59,0.3182441700960219
465,465,166.0,0.31893004115226337
466,466,169.26,0.31961591220850477
467,467,172.45,0.32030178326474623
468,468,175.49,0.32098765432098764
469,469,178.32,0.32167352537722904
470,470,181.06,0.3223593964334705
471,471,183.6,0.3230452674897119
472,472,186.02,0.3237311385459533
473,473,188.19,0.3244170096021948
474,474,190.27,0.3251028806584362
475,475,192.17,0.32578875171467764
476,476,193.8,0.32647462277091904
477,477,195.29,0.32716049382716045
478,478,196.58,0.3278463648834019
479,479,197.67,0.3285322359396433
480,480,198.53,0.3292181069958848
481,481,199.21,0.3299039780521262
482,482,199.69,0.3305898491083676
483,483,199.95,0.33127572016460904
484,484,199.99,0.33196159122085045
485,485,199.82,0.3326474622770919
486,486,199.42,0.3333333333333333
487,487,198.8,0.3340192043895747
488,488,197.98,0.3347050754458162
489,489,196.92,0.3353909465020576
490,490,195.69,0.336076817558299
491,491,194.2,0.33676268861454045
492,492,192.52,0.33744855967078186
493,493,190.57,0.3381344307270233
494,494,188.46,0.3388203017832647
495,495,186.15,0.3395061728395061
496,496,183.6,0.3401920438957476
497,497,180.92,0.340877914951989
498,498,178.08,0.34156378600823045
499,499,175.06,0.34224965706447186
500,500,171.86,0.34293552812071326
501,501,168.4,0.3436213991769547
502,502,164.86,0.3443072702331961
503,503,161.15,0.3449931412894376
504,504,157.28,0.345679012345679
505,505,153.29,0.3463648834019204
506,506,149.19,0.34705075445816186
507,507,144.97,0.34773662551440326
508,508,140.68,0.34842249657064467
509,509,136.27,0.34910836762688613
510,510,131.81,0.34979423868312753
511,511,127.2,0.350480109739369
512,512,122.52,0.3511659807956104
513,513,117.85,0.3518518518518518
514,514,113.16,0.35253772290809327
515,515,108.31,0.35322359396433467
516,516,103.47,0.35390946502057613
517,517,98.57,0.35459533607681754
518,518,94.2,0.35528120713305894
519,519,89.84,0.3559670781893004
520,520,85.47,0.3566529492455418
521,521,81.29,0.3573388203017832
522,522,77.06,0.35802469135802467
523,523,72.92,0.3587105624142661
524,524,68.69,0.35939643347050754
525,525,64.73,0.36008230452674894
526,526,60.61,0.36076817558299035
527,527,56.7,0.3614540466392318
528,528,52.91,0.3621399176954732
529,529,49.16,0.3628257887517147
530,530,45.57,0.3635116598079561
531,531,42.04,0.3641975308641975
532,532,38.63,0.36488340192043894
533,533,35.33,0.36556927297668035
534,534,32.06,0.3662551440329218
535,535,29.04,0.3669410150891632
536,536,26.15,0.3676268861454046
537,537,23.29,0.3683127572016461
538,538,20.62,0.3689986282578875
539,539,18.18,0.3696844993141289
540,540,15.8,0.37037037037037035
541,541,13.53,0.37105624142661175
542,542,11.54,0.3717421124828532
543,543,9.59,0.3724279835390946
544,544,8.11,0.373113854595336
545,545,6.7,0.3737997256515775
546,546,5.43,0.3744855967078189
547,547,4.31,0.37517146776406035
548,548,3.32,0.37585733882030176
549,549,2.46,0.37654320987654316
550,550,1.72,0.3772290809327846
551,551,1.12,0.377914951989026
552,552,0.64,0.3786008230452675
553,553,0.29,0.3792866941015089
554,554,0.08,0.3799725651577503
555,555,0.0,0.38065843621399176
556,556,0.04,0.38134430727023316
557,557,0.23,0.38203017832647457
558,558,0.53,0.38271604938271603
559,559,0.98,0.38340192043895743
560,560,1.54,0.3840877914951989
561,561,2.27,0.3847736625514403
562,562,3.1,0.3854595336076817
563,563,4.06,0.38614540466392316
564,564,5.17,0.38683127572016457
565,565,6.4,0.38751714677640603
566,566,7.74,0.38820301783264743
567,567,9.19,0.38888888888888884
568,568,10.77,0.3895747599451303
569,569,12.71,0.3902606310013717
570,570,14.82,0.39094650205761317
571,571,17.07,0.39163237311385457
572,572,19.42,0.392318244170096
573,573,21.92,0.39300411522633744
574,574,24.54,0.39368998628257884
575,575,27.29,0.39437585733882025
576,576,30.18,0.3950617283950617
577,577,33.21,0.3957475994513031
578,578,36.34,0.39643347050754457
579,579,39.51,0.397119341563786
580,580,42.86,0.3978052126200274
581,581,46.27,0.39849108367626884
582,582,49.75,0.39917695473251025
583,583,53.35,0.3998628257887517
584,584,56.92,0.4005486968449931
585,585,60.61,0.4012345679012345
586,586,64.41,0.401920438957476
587,587,68.24,0.4026063100137174
588,588,72.1,0.40329218106995884
589,589,75.98,0.40397805212620025
590,590,79.98,0.40466392318244165
591,591,83.96,0.4053497942386831
592,592,87.92,0.4060356652949245
593,593,91.97,0.4067215363511659
594,594,96.03,0.4074074074074074
595,595,100.15,0.4080932784636488
596,596,104.6,0.40877914951989025
597,597,109.04,0.40946502057613166
598,598,113.38,0.41015089163237306
599,599,117.82,0.4108367626886145
600,600,122.18,0.4115226337448559
601,601,126.35,0.4122085048010974
602,602,130.61,0.4128943758573388
603,603,134.87,0.4135802469135802
604,604,138.88,0.41426611796982166
605,605,142.94,0.41495198902606306
606,606,146.96,0.4156378600823045
607,607,150.69,0.4163237311385459
608,608,154.49,0.41700960219478733
609,609,158.17,0.4176954732510288
610,610,161.73,0.4183813443072702
611,611,165.18,0.4190672153635116
612,612,168.51,0.41975308641975306
613,613,171.79,0.42043895747599447
614,614,174.76,0.42112482853223593
615,615,177.69,0.42181069958847733
616,616,180.49,0.42249657064471874
617,617,183.0,0.4231824417009602
618,618,185.41,0.4238683127572016
619,619,187.72,0.42455418381344306
620,620,189.8,0.42524005486968447
621,621,191.71,0.4259259259259259
622,622,193.43,0.42661179698216734
623,623,194.99,0.42729766803840874
624,624,196.28,0.4279835390946502
625,625,197.42,0.4286694101508916
626,626,198.36,0.429355281207133
627,627,199.07,0.43004115226337447
628,628,199.59,0.4307270233196159
629,629,199.9,0.4314128943758573
630,630,200.0,0.43209876543209874
631,631,199.88,0.43278463648834015
632,632,199.54,0.4334705075445816
633,633,198.98,0.434156378600823
634,634,198.21,0.4348422496570644
635,635,197.19,0.4355281207133059
636,636,196.0,0.4362139917695473
637,637,194.59,0.43689986282578874
638,638,192.94,0.43758573388203015
639,639,191.11,0.43827160493827155
640,640,189.0,0.438957475994513
641,641,186.72,0.4396433470507544
642,642,184.27,0.4403292181069959
643,643,181.58,0.4410150891632373
644,644,178.72,0.4417009602194787
645,645,175.7,0.44238683127572015
646,646,172.52,0.44307270233196155
647,647,169.13,0.44375857338820296
648,648,165.56,0.4444444444444444
649,649,161.83,0.4451303155006858
650,650,158.0,0.4458161865569273
651,651,154.15,0.4465020576131687
652,652,149.95,0.4471879286694101
653,653,145.76,0.44787379972565156
654,654,141.51,0.44855967078189296
655,655,137.12,0.4492455418381344
656,656,132.55,0.4499314128943758
657,657,128.0,0.45061728395061723
658,658,123.53,0.4513031550068587
659,659,118.76,0.4519890260631001
660,660,114.03,0.45267489711934156
661,661,109.44,0.45336076817558296
662,662,104.52,0.45404663923182437
663,663,99.67,0.4547325102880658
664,664,95.18,0.45541838134430723
665,665,90.89,0.45610425240054864
666,666,86.54,0.4567901234567901
667,667,82.13,0.4574759945130315
668,668,77.92,0.45816186556927296
669,669,73.72,0.45884773662551437
670,670,69.55,0.4595336076817558
671,671,65.51,0.46021947873799723
672,672,61.49,0.46090534979423864
673,673,57.56,0.4615912208504801
674,674,53.77,0.4622770919067215
675,675,50.01,0.4629629629629629
676,676,46.42,0.46364883401920437
677,677,42.8,0.4643347050754458
678,678,39.39,0.46502057613168724
679,679,35.95,0.46570644718792864
680,680,32.82,0.46639231824417005
681,681,29.72,0.4670781893004115
682,682,26.66,0.4677640603566529
683,683,23.84,0.4684499314128943
684,684,21.17,0.4691358024691358
685,685,18.58,0.4698216735253772
686,686,16.27,0.47050754458161864
687,687,13.99,0.47119341563786005
688,688,11.88,0.47187928669410145
689,689,10.0,0.4725651577503429
690,690,8.25,0.4732510288065843
691,691,6.82,0.4739368998628258
692,692,5.54,0.4746227709190672
693,693,4.39,0.4753086419753086
694,694,3.4,0.47599451303155005
695,695,2.52,0.47668038408779145
696,696,1.78,0.4773662551440329
697,697,1.16,0.4780521262002743
698,698,0.67,0.4787379972565157
699,699,0.32,0.4794238683127572
700,700,0.09,0.4801097393689986
701,701,0.0,0.48079561042524
702,702,0.04,0.48148148148148145
703,703,0.2,0.48216735253772286
704,704,0.51,0.4828532235939643
705,705,0.95,0.4835390946502057
706,706,1.51,0.48422496570644713
707,707,2.23,0.4849108367626886
708,708,3.06,0.48559670781893
709,709,4.01,0.48628257887517146
710,710,5.07,0.48696844993141286
711,711,6.27,0.48765432098765427
712,712,7.59,0.4883401920438957
713,713,9.04,0.48902606310013713
714,714,10.59,0.4897119341563786
715,715,12.49,0.49039780521262
716,716,14.61,0.4910836762688614
717,717,16.86,0.49176954732510286
718,718,19.19,0.49245541838134427
719,719,21.68,0.4931412894375857
720,720,24.25,0.49382716049382713
721,721,27.02,0.49451303155006854
722,722,29.9,0.49519890260631
723,723,32.88,0.4958847736625514
724,724,35.95,0.4965706447187928
725,725,39.15,0.49725651577503427
726,726,42.41,0.4979423868312757
727,727,45.85,0.49862825788751713
728,728,49.38,0.49931412894375854
729,729,52.89,0.49999999999999994
730,730,56.47,0.5006858710562414
731,731,60.1,0.5013717421124828
732,732,63.87,0.5020576131687242
733,733,67.74,0.5027434842249656
734,734,71.55,0.5034293552812071
735,735,75.47,0.5041152263374485
736,736,79.41,0.50480109739369
737,737,83.36,0.5054869684499314
738,738,87.39,0.5061728395061728
739,739,91.49,0.5068587105624143
740,740,95.58,0.5075445816186557
741,741,99.67,0.5082304526748971
742,742,103.84,0.5089163237311385
743,743,108.26,0.5096021947873799
744,744,112.68,0.5102880658436214
745,745,117.01,0.5109739368998628
746,746,121.37,0.5116598079561042
747,747,125.65,0.5123456790123456
748,748,129.85,0.513031550068587
749,749,134.06,0.5137174211248285
750,750,138.14,0.51440329218107
751,751,142.3,0.5150891632373114
752,752,146.16,0.5157750342935528
753,753,150.06,0.5164609053497942
754,754,153.86,0.5171467764060357
755,755,157.53,0.5178326474622771
756,756,161.15,0.5185185185185185
757,757,164.63,0.5192043895747599
758,758,167.94,0.5198902606310013
759,759,171.21,0.5205761316872428
760,760,174.33,0.5212620027434842
761,761,177.23,0.5219478737997256
762,762,180.04,0.522633744855967
763,763,182.64,0.5233196159122084
764,764,185.13,0.5240054869684498
765,765,187.39,0.5246913580246914
766,766,189.54,0.5253772290809328
767,767,191.51,0.5260631001371742
768,768,193.22,0.5267489711934156
769,769,194.78,0.527434842249657
770,770,196.14,0.5281207133058985
771,771,197.31,0.5288065843621399
772,772,198.25,0.5294924554183813
773,773,199.0,0.5301783264746227
774,774,199.54,0.5308641975308641
775,775,199.87,0.5315500685871056
776,776,200.0,0.532235939643347
777,777,199.91,0.5329218106995884
778,778,199.59,0.5336076817558298
779,779,199.06,0.5342935528120712
780,780,198.32,0.5349794238683128
781,781,197.33,0.5356652949245542
782,782,196.13,0.5363511659807956
783,783,194.74,0.537037037037037
784,784,193.12,0.5377229080932784
785,785,191.27,0.5384087791495199
786,786,189.21,0.5390946502057613
787,787,186.96,0.5397805212620027
788,788,184.47,0.5404663923182441
789,789,181.84,0.5411522633744855
790,790,179.02,0.541838134430727
791,791,176.08,0.5425240054869684
792,792,172.9,0.5432098765432098
793,793,169.49,0.5438957475994513
794,794,166.0,0.5445816186556927
795,795,162.44,0.5452674897119341
796,796,158.53,0.5459533607681756
797,797,154.56,0.546639231824417
798,798,150.51,0.5473251028806584
799,799,146.25,0.5480109739368998
800,800,141.99,0.5486968449931412
801,801,137.61,0.5493827160493827
802,802,133.14,0.5500685871056241
803,803,128.62,0.5507544581618655
804,804,123.99,0.5514403292181069
805,805,119.28,0.5521262002743483
806,806,114.62,0.5528120713305898
807,807,109.84,0.5534979423868313
808,808,105.05,0.5541838134430727
809,809,100.23,0.5548696844993141
810,810,95.33,0.5555555555555555
811,811,90.84,0.556241426611797
812,812,86.52,0.5569272976680384
813,813,82.25,0.5576131687242798
814,814,77.94,0.5582990397805212
815,815,73.75,0.5589849108367626
816,816,69.74,0.5596707818930041
817,817,65.56,0.5603566529492455
818,818,61.58,0.5610425240054869
819,819,57.72,0.5617283950617283
820,820,53.8,0.5624142661179697
821,821,50.09,0.5631001371742113
