rpm
2042.8
0.0
0.0
0.0
140.98
0.0
0.0
137.87
105.93
105.93
104.75
105.34
210.67
105.34
206.04
209.5
309.07
209.5
309.07
209.5
307.38
305.71
403.23
310.77
405.41
307.38
405.41
493.42
401.07
409.84
496.03
506.76
493.42
496.03
512.3
488.28
589.01
592.11
592.11
582.9
589.01
604.84
673.08
595.24
680.05
687.17
680.05
683.59
676.55
777.2
669.64
765.31
761.42
765.31
769.23
765.31
765.31
852.27
777.2
852.27
856.6
856.6
865.38
856.6
856.6
937.5
856.6
946.97
937.5
942.21
937.5
946.97
942.21
937.5
1026.12
968.31
1021.04
977.49
1016.01
1051.4
1041.67
1041.67
1046.51
1113.01
1041.67
1118.12
1128.47
1027.4
1123.27
1102.94
1177.13
1102.94
1182.43
1107.95
1182.43
1177.13
1182.43
1182.43
1182.43
1250.0
1193.18
1255.58
1182.43
1266.89
1261.21
1250.0
1198.63
1321.59
1261.21
1255.58
1261.21
1333.33
1261.21
1321.59
1261.21
1321.59
1333.33
1327.43
1345.29
1315.79
1272.62
1391.92
1321.59
1333.33
1398.03
1333.33
1391.92
1398.03
1339.29
1398.03
1404.19
1398.03
1404.19
1398.03
1404.19
1480.26
1385.87
1410.4
1467.39
1410.4
1467.39
1473.8
1404.19
1528.97
1467.39
1467.39
1467.39
1480.26
1528.97
1467.39
1535.56
1467.39
1528.97
1522.44
1535.56
1555.68
1535.56
1454.74
1535.56
1528.97
1535.56
1528.97
1528.97
1582.28
1522.44
1528.97
1588.98
1528.97
1588.98
1542.21
1582.28
1535.56
1575.63
1595.74
1588.98
1588.98
1588.98
1595.74
1595.74
1595.74
1588.98
1637.55
1569.04
1623.38
1582.28
1654.41
1595.74
1654.41
1661.39
1595.74
1661.39
1661.39
1661.39
1654.41
1609.44
1661.39
1661.39
1668.43
1661.39
1689.91
1633.82
1661.39
1661.39
1682.69
1668.43
1661.39
1647.49
1630.43
1740.51
1633.82
1668.43
1661.39
1762.82
1633.82
1661.39
1725.94
1661.39
1725.94
1740.51
1640.63
1711.62
1725.94
1718.75
1718.75
1711.62
1718.75
1711.62
1796.88
1704.55
1718.75
1711.62
1774.69
1725.94
1774.69
1725.94
1718.75
1774.69
1718.75
1725.94
1782.02
1725.94
1725.94
1796.88
1711.62
1718.75
1774.69
1725.94
1789.42
1718.75
1782.02
1725.94
1789.42
1782.02
1725.94
1796.88
1789.42
1804.39
1711.62
1782.02
1789.42
1782.02
1796.88
1789.42
1859.5
1767.42
1789.42
1782.02
1796.88
1796.88
1867.22
1767.42
1796.88
1796.88
1789.42
1789.42
1782.02
1796.88
1796.88
1796.88
1789.42
1844.26
1789.42
1782.02
1796.88
1851.85
1789.42
1859.5
1774.69
1789.42
1875.0
1774.69
1851.85
1789.42
1844.26
1867.22
1767.42
1851.85
1851.85
1851.85
1789.42
1913.27
1844.26
1836.73
1836.73
1836.73
1844.26
1760.2
1844.26
1836.73
1851.85
1844.26
1836.73
1836.73
1844.26
1836.73
1844.26
1836.73
1844.26
1836.73
1844.26
1836.73
1844.26
1836.73
1913.27
1829.27
1844.26
1844.26
1897.77
1844.26
1897.77
1844.26
1897.77
1851.85
1905.49
1844.26
1897.77
1844.26
1897.77
1844.26
1897.77
1844.26
1913.27
1829.27
1913.27
1829.27
1913.27
1821.86
1921.11
1821.86
1890.12
1836.73
1897.77
1897.77
1897.77
1844.26
1890.12
1897.77
1913.27
1890.12
1897.77
1897.77
1897.77
1897.77
1957.83
1890.12
1897.77
1897.77
1981.71
1875.0
1913.27
1905.49
1897.77
1905.49
1897.77
1905.49
1897.77
1905.49
1897.77
1905.49
1897.77
1905.49
1905.49
1950.0
1905.49
1905.49
1913.27
1973.68
1882.53
1897.77
1957.83
1897.77
1965.73
1897.77
1957.83
1957.83
1897.77
1957.83
1950.0
1981.71
1882.53
1957.83
1965.73
1890.12
1950.0
1913.27
1957.83
1905.49
1981.71
1875.0
1921.11
1957.83
1981.71
1875.0
1965.73
1897.77
1950.0
1997.95
1875.0
1965.73
1957.83
1950.0
1981.71
1934.52
1950.0
1957.83
1957.83
1950.0
1965.73
2008.93
1950.0
1957.83
1957.83
1950.0
1957.83
1957.83
1957.83
2025.0
1897.77
1957.83
1950.0
1965.73
1950.0
1965.73
1950.0
1965.73
2008.93
1950.0
1965.73
1950.0
1965.73
2008.93
1950.0
2041.33
1934.52
2000.99
1973.68
2025.0
1950.0
1965.73
2008.93
2000.99
1957.83
2008.93
2000.99
1957.83
2008.93
1950.0
2033.13
1934.52
2000.99
1957.83
2025.0
1950.0
1957.83
2016.93
1950.0
2008.93
2008.93
2025.0
1950.0
2016.93
1950.0
2016.93
2016.93
2008.93
2008.93
2008.93
2008.93
2008.93
2083.33
1985.29
2016.93
2025.0
1950.0
2025.0
2016.93
1957.83
2008.93
2008.93
2008.93
2008.93
2033.13
1926.88
2016.93
2008.93
2016.93
2041.33
1942.23
2008.93
2008.93
2016.93
2008.93
2016.93
2008.93
2066.93
2016.93
2008.93
2091.63
1993.11
2008.93
2016.93
2058.82
2016.93
2008.93
2008.93
2016.93
2008.93
2008.93
2016.93
2008.93
2008.93
2008.93
2016.93
2008.93
2008.93
2091.63
1993.11
2008.93
2008.93
2008.93
2066.93
2016.93
2016.93
2066.93
2008.93
2066.93
2091.63
1993.11
2058.82
2016.93
2066.93
2016.93
2016.93
2066.93
2016.93
2008.93
2091.63
1993.11
2008.93
2016.93
2008.93
2016.93
2066.93
2016.93
2016.93
2091.63
1993.11
1993.11
2058.82
2075.1
1985.29
2058.82
2058.82
2050.78
2008.93
2058.82
2058.82
2058.82
2066.93
2058.82
2058.82
2000.99
2066.93
2058.82
2000.99
2058.82
2058.82
2000.99
2066.93
2058.82
2000.99
2058.82
2083.33
1977.54
2066.93
2083.33
1985.29
2058.82
2058.82
2058.82
2066.93
2075.1
2058.82
1993.11
2124.02
2000.99
2066.93
2058.82
2058.82
2058.82
2058.82
2058.82
2058.82
2083.33
1985.29
2058.82
2058.82
2058.82
2008.93
2058.82
2058.82
2058.82
2058.82
2058.82
2083.33
1985.29
2058.82
2058.82
2132.35
2050.78
2066.93
2066.93
2066.93
2140.75
2050.78
2075.1
2058.82
2140.75
2066.93
2050.78
2075.1
2075.1
2050.78
2016.93
2066.93
2066.93
2066.93
2066.93
2066.93
2058.82
2066.93
2140.75
2042.8
2066.93
2066.93
2066.93
2066.93
2115.76
2066.93
2075.1
2115.76
2058.82
2124.02
2075.1
2124.02
2075.1
2066.93
2075.1
2066.93
2140.75
2050.78
2075.1
2066.93
2066.93
2066.93
2066.93
2075.1
2066.93
2066.93
2066.93
2066.93
2075.1
2066.93
2140.75
2050.78
2075.1
2058.82
2124.02
2083.33
2132.35
2050.78
2075.1
2115.76
2066.93
2149.21
2034.88
2075.1
2066.93
2149.21
2042.8
2066.93
2075.1
2066.93
2066.93
2066.93
2075.1
2058.82
2140.75
2050.78
2075.1
2066.93
2075.1
2140.75
2050.78
2083.33
2066.93
2124.02
2075.1
2124.02
2075.1
2149.21
2042.8
2066.93
2124.02
2083.33
2066.93
2066.93
2075.1
2083.33
2058.82
2149.21
2042.8
2075.1
2066.93
2075.1
2124.02
2075.1
2075.1
2066.93
2124.02
2083.33
2066.93
2132.35
2066.93
2124.02
2075.1
2124.02
2083.33
2124.02
2075.1
2124.02
2083.33
2066.93
2115.76
2075.1
2066.93
2075.1
2124.02
2100.0
2050.78
2075.1
2075.1
2140.75
2050.78
2075.1
2066.93
2124.02
2083.33
2075.1
2115.76
2075.1
2115.76
2124.02
2083.33
2124.02
2083.33
2115.76
2149.21
2050.78
2132.35
2075.1
2066.93
2124.02
2083.33
2058.82
2115.76
2066.93
2149.21
2034.88
2075.1
2115.76
2066.93
2124.02
2075.1
2124.02
2075.1
2115.76
2124.02
2075.1
2124.02
2124.02
2149.21
2115.76
2050.78
2124.02
2132.35
2115.76
2140.75
2050.78
2124.02
2075.1
2115.76
2075.1
2115.76
2066.93
2124.02
2083.33
2132.35
2050.78
2140.75
2050.78
2132.35
2115.76
2066.93
2124.02
2075.1
2124.02
2132.35
2115.76
2149.21
2042.8
2124.02
2132.35
2124.02
2075.1
2124.02
2075.1
2115.76
2149.21
2042.8
2140.75
2042.8
2075.1
2115.76
2066.93
2066.93
2132.35
2058.82
2124.02
2075.1
2124.02
2075.1
2124.02
2075.1
2115.76
2140.75
2050.78
2132.35
2124.02
2075.1
2115.76
2124.02
2157.74
2042.8
2099.42
2107.56
2099.42
2107.56
2099.42
2091.35
2050.78
2099.42
2099.42
2083.33
2115.76
2099.42
2099.42
2099.42
2115.76
2075.38
2107.56
2099.42
2099.42
2099.42
2099.42
2107.56
2146.95
2107.56
2099.42
2099.42
2107.56
2099.42
2099.42
2099.42
2099.42
2099.42
2107.56
2042.8
2107.56
2107.56
2099.42
2050.78
2107.56
2099.42
2099.42
2107.56
2124.02
2042.8
2099.42
2107.56
2099.42
2155.17
2099.42
2107.56
2099.42
2155.17
2099.42
2107.56
2099.42
2107.56
2099.42
2099.42
2107.56
2099.42
2124.02
2042.8
2107.56
2099.42
2107.56
2124.02
2042.8
2099.42
2099.42
2107.56
2099.42
2107.56
2107.56
2107.56
2155.17
2099.42
2107.56
2155.17
2099.42
2107.56
2180.23
2107.56
2042.8
2115.76
2107.56
2115.76
2058.82
2107.56
2115.76
2107.56
2058.82
2107.56
2115.76
2132.35
2034.88
2115.76
2107.56
2107.56
2058.82
2107.56
2115.76
2107.56
2107.56
2115.76
2180.23
2091.35
2107.56
2107.56
2107.56
2115.76
2107.56
2107.56
2132.35
2034.88
2107.56
2132.35
2034.88
2107.56
2132.35
2034.88
2115.76
2107.56
2115.76
2124.02
2050.78
2115.76
2132.35
2107.56
2034.88
2115.76
2115.76
2107.56
2115.76
2107.56
2115.76
2107.56
2115.76
2107.56
2115.76
2050.78
2124.02
2066.93
2107.56
2058.82
2115.76
2124.02
2050.78
2132.35
2034.88
2124.02
2066.93
2107.56
2107.56
2107.56
2050.78
2115.76
2107.56
2115.76
2107.56
2115.76
2107.56
2107.56
2107.56
2107.56
2132.35
2099.42
2034.88
2115.76
2107.56
2050.78
2132.35
2034.88
2132.35
2042.8
2107.56
2050.78
2115.76
2058.82
2107.56
2107.56
2050.78
