,amostras
2501,5384.287582159628
2502,5350.514352447834
2503,5319.744319258343
2504,5292.777290266224
2505,5270.3540809957085
2506,5252.596067870254
2507,5239.045198604993
2508,5229.151977190318
2509,5222.4937337506735
2510,5218.727295872861
2511,5217.646826192502
2512,5219.427034046361
2513,5224.443582362404
2514,5232.750233067552
2515,5244.12147669081
2516,5258.433464037582
2517,5275.783653669748
2518,5296.403526906993
2519,5320.491682808673
2520,5348.0365929706695
2521,5378.844569492355
2522,5412.930603777952
2523,5450.692244444745
2524,5492.483549313239
2525,5538.256327844855
2526,5587.676533314496
2527,5640.328739811096
2528,5695.786018627965
2529,5753.656929236073
2530,5813.606992879493
2531,5875.362944685526
2532,5938.514321091847
2533,6002.326413497384
2534,6066.194351515599
2535,6130.106795613016
2536,6194.373949453922
2537,6259.08681826335
2538,6323.950198394779
2539,6388.5911089874
2540,6452.656679032952
2541,6515.503403987075
2542,6576.162398742253
2543,6633.7298481134285
2544,6687.824977253962
2545,6738.715639731384
2546,6786.904553084914
2547,6832.690770178481
2548,6876.251488739767
2549,6917.694194741014
2550,6956.780307022653
2551,6992.993245762748
2552,7025.796998641165
2553,7054.708576294794
2554,7079.49411620458
2555,7100.29528748262
2556,7117.475217093281
2557,7131.392758881964
2558,7142.165489098186
2559,7149.574352815999
2560,7153.298491844139
2561,7153.295747106291
2562,7149.784786157687
2563,7142.949130091549
2564,7133.065144110836
2565,7120.740658179303
2566,7106.616350413814
2567,7091.05314717262
2568,7074.356889786752
2569,7056.902663285074
2570,7038.815639069286
2571,7019.802504044367
2572,6999.28605562831
2573,6976.580554626421
2574,6951.12080526727
2575,6922.679657626896
2576,6891.318622657401
2577,6857.197126559565
2578,6820.408420712084
2579,6780.846028623762
2580,6738.538122813872
2581,6694.098864360047
2582,6648.305807600891
2583,6601.4588364838755
2584,6553.486497711965
2585,6504.396051231033
2586,6454.533856724362
2587,6404.424701649174
2588,6354.296117050822
2589,6303.869375141743
2590,6252.695448521175
2591,6200.80565047989
2592,6148.9587034116885
2593,6097.916465864882
2594,6047.803251624565
2595,5998.497989409546
2596,5949.994974833905
2597,5902.072990761056
2598,5854.147623054955
2599,5805.747846517336
2600,5756.922304992665
2601,5707.9407615098235
2602,5658.85492998801
2603,5609.815123543762
2604,5561.543616559248
2605,5515.028624475608
2606,5471.1276095745225
2607,5430.637113380819
2608,5394.180036315512
2609,5361.861994604296
2610,5333.277023271097
2611,5307.8940475575255
2612,5285.358178159556
2613,5265.451818417654
2614,5247.983208533902
2615,5232.777945472883
2616,5219.723516759419
2617,5208.9228914670875
2618,5200.871878837573
2619,5196.297322589235
2620,5195.750182823483
2621,5199.590030802629
2622,5208.003838808698
2623,5220.656646775576
2624,5236.790561860017
2625,5255.72126844068
2626,5277.193221850262
2627,5301.680047384536
2628,5330.056591243391
2629,5362.626074450887
2630,5398.8485616644775
2631,5437.968079406344
2632,5479.554487983308
2633,5523.716348497962
2634,5570.8769356283365
2635,5621.133542717074
2636,5674.050973557063
2637,5728.976225326865
2638,5785.281992945097
2639,5842.590721309693
2640,5900.849102819536
2641,5960.055217506656
2642,6020.058319410887
2643,6080.548062466308
2644,6140.968281227446
2645,6200.536023335249
2646,6258.634827906861
2647,6315.183286975795
2648,6370.493607673976
2649,6424.940498113882
2650,6478.682025128079
2651,6531.4142611875495
2652,6582.588873239466
2653,6631.82241948831
2654,6679.011558680294
2655,6724.5015494318295
2656,6769.075937453927
2657,6813.303400852275
2658,6856.890065907335
2659,6898.869138208767
2660,6938.399104948956
2661,6975.291764246958
2662,7009.870941885185
2663,7042.432653756474
2664,7072.747082273955
2665,7099.967066856276
2666,7123.177395802765
2667,7142.066867861759
2668,7156.77211564589
2669,7167.43690587379
2670,7174.3533610326385
2671,7177.846769034739
2672,7177.774200950399
2673,7173.6950787114
2674,7165.392845550825
2675,7152.889725124716
2676,7136.191590854821
2677,7115.376245505009
2678,7090.94037379891
2679,7063.704090309396
2680,7034.274973488535
2681,7002.803501651783
2682,6969.133667876852
2683,6933.0633742109485
2684,6894.57529464125
2685,6853.854825784266
2686,6811.220019450312
2687,6767.072637833209
2688,6721.7049907505125
2689,6675.2142298542
2690,6627.6275581953205
2691,6578.943073404882
2692,6529.346623856984
2693,6479.51525901548
2694,6430.380034089005
2695,6382.6819067091465
2696,6336.783953177831
2697,6292.6910310798
2698,6250.219799529844
2699,6209.017625889063
2700,6168.448825769342
2701,6127.758087359891
2702,6086.427647061212
2703,6044.288562012904
2704,6001.31804210729
2705,5957.443208720989
2706,5912.644152278568
2707,5867.238441370417
2708,5821.801023373954
2709,5776.722006804778
2710,5732.10850859569
2711,5688.030643962801
2712,5644.475563782761
2713,5601.18495403504
2714,5557.966317644859
2715,5515.13008648087
2716,5473.336671231419
2717,5433.211626868311
2718,5395.258016518402
2719,5359.804431060117
2720,5327.08879481653
2721,5297.433162608687
2722,5271.0195908880305
2723,5247.803616924472
2724,5227.962353238165
2725,5211.972331162304
2726,5200.024798761191
2727,5191.7412098127825
2728,5186.587223453046
2729,5184.301497437983
2730,5184.916268369051
2731,5188.587081221477
2732,5195.538106650221
2733,5206.059036540276
2734,5220.241543863975
2735,5237.853869907192
2736,5258.72894185765
2737,5283.038418873811
2738,5311.119555025303
2739,5343.169312177113
2740,5379.143174938932
2741,5419.07314418987
2742,5463.315654413398
2743,5512.177784161384
2744,5565.403880036548
2745,5622.247779502824
2746,5681.987422661717
2747,5744.170651411646
2748,5808.354849565093
2749,5873.822255049791
2750,5939.747720247574
2751,6005.512625690978
2752,6070.814276973421
2753,6135.757819408821
2754,6200.594192364684
2755,6265.148833821764
2756,6328.8846039792925
2757,6391.406662450519
2758,6452.502274933806
2759,6511.837107477826
2760,6568.89674248492
2761,6623.323235910197
2762,6675.244185206493
2763,6724.8972394560005
2764,6772.033357538434
2765,6816.218603539982
2766,6857.381386656883
2767,6895.8051589855495
2768,6931.988598653221
2769,6966.2620794831855
2770,6998.278922855038
2771,7027.2297230573495
2772,7052.491041584491
2773,7073.832586357315
2774,7091.23329899791
2775,7104.686494653873
2776,7114.261130072395
2777,7120.439221876981
2778,7124.112764802662
2779,7126.139471891394
2780,7127.02670639756
2781,7126.831012200032
2782,7125.201936267991
2783,7121.6005468413505
2784,7115.489746973116
2785,7106.339820741867
2786,7093.720296000729
2787,7077.507134850246
2788,7057.93545041524
2789,7035.4618230677725
2790,7010.430461510435
2791,6982.883267221986
2792,6952.77863050898
2793,6920.178669589107
2794,6885.095665733457
2795,6847.308269958244
2796,6806.459175694907
2797,6762.400416826889
2798,6715.568942183563
2799,6666.933954892278
2800,6617.436669208402
2801,6567.66528602291
2802,6517.9771056464115
2803,6468.4594821799055
2804,6418.839358530128
2805,6368.832821830942
2806,6318.563080455046
2807,6268.417446749562
2808,6218.548308683853
2809,6168.783148472577
2810,6118.954294101724
2811,6069.01436771693
2812,6018.915853025888
2813,5968.574392436866
2814,5917.992270912748
2815,5867.443049615282
2816,5817.400661636015
2817,5768.0855876723535
2818,5719.191938021809
2819,5670.441342843605
2820,5622.290592357347
2821,5575.794289855663
2822,5531.99350795688
2823,5491.450710982649
2824,5454.21838123824
2825,5420.164241591059
2826,5389.095358405303
2827,5360.69911973577
2828,5334.601529334886
2829,5310.457579719537
2830,5288.050184295694
2831,5267.381171833218
2832,5248.630813229182
2833,5232.083732886969
2834,5218.0243167099425
2835,5206.565450792793
2836,5197.791102542462
2837,5191.90958829399
2838,5188.894345181795
2839,5188.488274735245
2840,5190.962263879555
2841,5197.382313599122
2842,5208.875588063594
2843,5225.860682078
2844,5248.016018480124
2845,5274.74496561719
2846,5305.475534899304
2847,5339.764087007916
2848,5377.432493489969
2849,5418.32785442614
2850,5461.921829801205
2851,5507.580315758953
2852,5555.0686025166015
2853,5604.519704503812
2854,5656.033348735243
2855,5709.376706302385
2856,5764.07949002191
2857,5819.733985871997
2858,5876.091466819087
2859,5932.774988574414
2860,5989.081411434408
2861,6044.500406135352
2862,6099.253195065311
2863,6154.088153386552
2864,6209.745852655996
2865,6266.627009088446
2866,6324.796383374403
2867,6384.024868353428
2868,6443.848808017712
2869,6503.770811569353
2870,6563.350651174635
2871,6622.257667480796
2872,6680.242612713171
2873,6736.87755413946
2874,6791.529438131015
2875,6843.6569373811035
2876,6892.847197428604
2877,6938.601889008101
2878,6980.390759854875
2879,7017.832842053334
2880,7050.71486339249
2881,7079.083042406548
2882,7103.285820348497
2883,7123.6970171578105
2884,7140.39197350868
2885,7153.137304962261
2886,7161.837351795455
2887,7166.901402257895
2888,7168.840587766951
2889,7167.802065632946
2890,7163.798222789053
2891,7156.821843265098
2892,7146.570099078508
2893,7132.535327621271
2894,7114.481593793303
2895,7092.781156517709
2896,7068.109620137995
2897,7040.715224856683
2898,7010.3830115626715
2899,6977.149118639895
2900,6941.420703273788
2901,6903.509261893595
2902,6863.818714920914
2903,6823.160653094295
2904,6782.267515091401
2905,6741.311433650513
2906,6700.019350146541
2907,6658.086965737573
2908,6615.523788436716
2909,6572.397338434964
2910,6528.374301813646
2911,6483.11196602118
2912,6436.889345747804
2913,6390.396022786249
2914,6344.158441593607
2915,6298.376177980082
2916,6253.043645457511
2917,6207.9173367686435
2918,6162.464190867631
2919,6116.081010855336
2920,6068.504254455471
2921,6020.14225260477
2922,5971.7856050843475
2923,5923.808320998757
2924,5875.9075540529775
2925,5827.623809936431
2926,5778.779044735165
2927,5729.436160603044
2928,5679.913962743262
2929,5630.904357229523
2930,5583.219057959302
2931,5537.426765618278
2932,5493.740768871727
2933,5452.223095881963
2934,5413.098432425717
2935,5376.6470750281405
2936,5342.874977307003
2937,5311.504532971302
2938,5282.271145727629
2939,5255.221396239134
2940,5230.587012918632
2941,5208.378715243535
2942,5188.422214351135
2943,5170.617994369961
2944,5154.932407381974
2945,5141.614865878459
2946,5131.504455887071
2947,5125.770636774884
2948,5125.416831306366
2949,5130.998193328963
2950,5142.59657761088
2951,5159.916209182156
2952,5182.297633474176
2953,5208.8645260936355
2954,5239.036981433048
2955,5272.6978479609215
2956,5309.584417465854
2957,5349.088662061824
2958,5390.977901126757
2959,5435.75154943698
2960,5484.020447988456
2961,5535.79369598617
2962,5590.43095233793
2963,5647.132557700116
2964,5705.410664210397
2965,5765.071008339386
2966,5825.89043613311
2967,5887.501073504832
2968,5949.4521289132135
2969,6011.415903740827
2970,6073.425441385186
2971,6135.600829987423
2972,6197.708082137192
2973,6259.242988766043
2974,6319.768543978855
2975,6379.113158042286
2976,6437.275483110853
2977,6494.0966007727575
2978,6549.194336770601
2979,6602.26304146852
2980,6653.207538692416
2981,6701.99477747312
2982,6748.552173015043
2983,6792.762125803219
2984,6834.506900968395
2985,6873.641650428735
2986,6909.920003753412
2987,6943.20110919488
2988,6973.666333380432
2989,7001.664623649743
2990,7027.45940676843
2991,7051.037845606784
2992,7072.068084574729
2993,7090.184458831396
2994,7105.319601106418
2995,7117.784548187982
2996,7128.083720206819
2997,7136.558624686658
2998,7143.160732539292
2999,7147.559251328961
3000,7149.416707883135
3001,7148.366700245322
3002,7143.79871051649
3003,7135.0229404253605
3004,7121.689038572197
3005,7104.010190854669
3006,7082.481739183419
3007,7057.260255696957
3008,7028.083234776048
3009,6995.019157383662
3010,6958.922321972016
3011,6920.810259691523
3012,6881.16320978484
3013,6839.995612838017
3014,6797.255361865824
3015,6753.01980842992
3016,6707.378961591094
3017,6660.370006791496
3018,6612.140922504594
3019,6562.87916969731
3020,6512.585495111243
3021,6461.349840556475
3022,6409.677442397115
3023,6358.087037131475
3024,6306.669930888119
3025,6255.34371128547
3026,6204.307284937743
3027,6153.909280474916
3028,6104.183261175562
3029,6054.9419769058895
3030,6006.138483550954
3031,5957.934494956397
3032,5910.585353459949
3033,5864.195265366002
3034,5818.755199688885
3035,5774.506252322185
3036,5731.764607651723
3037,5690.39259773178
3038,5649.946452962984
3039,5610.216346652
3040,5571.447216323388
3041,5534.143757923749
3042,5498.5782091081055
3043,5464.568769711229
3044,5431.779290189419
3045,5399.989777562524
3046,5369.02914259966
3047,5338.759710757564
3048,5309.349106234377
3049,5281.391445910688
3050,5255.607380433208
3051,5232.5599334853305
3052,5212.729007295231
3053,5196.784536033449
3054,5185.6857913990325
3055,5180.240784729636
3056,5180.566045181346
3057,5186.136728595442
3058,5196.142674513641
3059,5209.797148899004
3060,5226.468766252651
3061,5245.597890532452
3062,5266.860714130481
3063,5290.408636275476
3064,5316.661057608334
3065,5345.908094585492
3066,5378.14264006475
3067,5413.292314349824
3068,5451.471328276925
3069,5492.871006458628
3070,5537.569669861369
3071,5585.4825121312915
3072,5636.2948613530225
3073,5689.356891957115
3074,5743.910014306437
3075,5799.646423691817
3076,5856.776167054511
3077,5915.38476455361
3078,5975.150698162223
3079,6035.74434661478
3080,6097.148225352877
3081,6159.688822039331
3082,6223.682401459603
3083,6288.86829127142
3084,6354.498516951896
3085,6419.910295508998
3086,6484.565893880663
3087,6547.694287775715
3088,6608.5075503523585
3089,6666.77861577305
3090,6722.590347279328
3091,6775.6932172293355
3092,6825.715444513659
3093,6872.513777511609
3094,6915.926943067592
3095,6955.716924763685
3096,6991.801454319814
3097,7024.255865846842
3098,7053.136109507443
3099,7078.370715107301
3100,7099.8633380639685
3101,7117.556558769792
3102,7131.424812191511
3103,7141.672937598193
3104,7148.6529818063
3105,7152.5425729341205
3106,7153.431008492111
3107,7151.332205651899
3108,7146.070697823705
3109,7137.54064087972
3110,7125.740377672547
3111,7110.545466839203
3112,7091.874634956575
3113,7069.919529287058
3114,7045.203406167917
3115,7018.596756263459
3116,6991.010451286624
3117,6962.793861472853
3118,6933.460781389324
3119,6902.224180953417
3120,6868.73547906171
3121,6833.133813753771
3122,6795.7822442659735
3123,6757.147627521221
3124,6717.55038800508
3125,6677.07305813561
3126,6635.7698981353005
3127,6593.627045083835
3128,6550.458853384744
3129,6506.01644223029
3130,6460.109029281148
3131,6412.888130511234
3132,6364.938294693564
3133,6316.8539325309475
3134,6268.923481552948
3135,6221.101616771636
3136,6173.15131123339
3137,6124.989957444788
3138,6076.846455912368
3139,6028.973477958706
3140,5981.345675416879
3141,5933.738487499893
3142,5886.110728767223
3143,5838.83317573246
3144,5792.350340548961
3145,5746.823853862997
3146,5702.143471901054
3147,5658.052915303088
3148,5614.529825183478
3149,5571.811401705445
3150,5529.873153461657
3151,5488.505446789859
3152,5447.628907649468
3153,5407.252995361783
3154,5367.8786130397975
3155,5330.809408031679
3156,5297.362398439453
3157,5268.164104070692
3158,5243.483331520905
3159,5223.484386831572
3160,5207.980692718096
3161,5196.60725353685
3162,5189.1789602694125
3163,5185.577594715905
3164,5185.74114990734
3165,5189.684978463604
3166,5197.054297588246
3167,5207.233765523173
3168,5220.273126463886
3169,5237.01158710448
3170,5258.083786009537
3171,5283.307746977988
3172,5312.183673440985
3173,5344.611040700293
3174,5380.685054275111
3175,5420.052374353881
3176,5461.9748368186665
3177,5505.833459635396
3178,5551.436080048439
3179,5598.9040653562715
3180,5648.259562263451
3181,5699.3577305406725
3182,5752.1334960159975
3183,5806.585979118809
3184,5862.568975858339
3185,5919.805485193387
3186,5978.077985716189
3187,6037.148507123483
3188,6096.5059307423035
3189,6155.514949537005
3190,6213.82286365093
3191,6271.331523784965
3192,6327.949659607207
3193,6383.651323797536
3194,6438.423428151478
3195,6491.97865266072
3196,6543.76044200005
3197,6593.372872121499
3198,6641.013076388477
3199,6687.210320366343
3200,6732.1416356755235
3201,6775.587557137177
3202,6817.412883062874
3203,6857.71370849865
3204,6896.615114095956
3205,6934.119443222885
3206,6970.077837483731
3207,7004.268472030576
3208,7036.41835318173
3209,7066.129954137595
3210,7092.9665508193975
3211,7116.582401599605
3212,7136.712238740646
3213,7153.08807119869
3214,7165.4942105923155
3215,7173.983203032504
3216,7178.676294793192
3217,7179.3455870099715
3218,7175.611101681716
3219,7167.359166121526
3220,7154.770544067358
3221,7138.270498334864
3222,7118.5326118778985
3223,7096.0794922667965
3224,7070.8676489735635
3225,7042.731503135652
3226,7011.93222517862
3227,6978.963594860978
3228,6944.203304066432
3229,6907.695043166725
3230,6869.07749592506
3231,6827.862494336644
3232,6783.807107081723
3233,6737.036483405519
3234,6687.902871003479
3235,6636.944795824651
3236,6585.067598163488
3237,6533.386515323081
3238,6482.67017614249
3239,6433.132958281538
3240,6384.793285239894
3241,6337.871217682745
3242,6292.7493578490285
3243,6249.54475713615
3244,6207.831544891995
3245,6166.804661102411
3246,6125.652294368019
3247,6083.905172058239
3248,6041.5471713224215
3249,5998.7214140260485
3250,5955.490194999407
3251,5911.983447200834
3252,5868.462926574585
3253,5825.132156723329
3254,5781.953565743271
3255,5738.605314530474
3256,5694.679487523738
3257,5650.077009502589
3258,5605.263690513755
3259,5561.042939599514
3260,5518.125379166698
3261,5477.064752623983
3262,5438.290048883923
3263,5401.924367378878
3264,5367.993629114142
3265,5336.903525148082
3266,5309.284907169409
3267,5285.448829499566
3268,5265.287737061116
3269,5248.54733441834
3270,5234.967962110269
3271,5224.299415710882
3272,5216.317832610905
3273,5210.879907411895
3274,5208.0794874290295
3275,5208.275876670551
3276,5211.913194015513
3277,5219.300238496592
3278,5230.397918726465
3279,5244.9483646683775
3280,5262.880117235224
3281,5284.421948220819
3282,5309.924199174601
3283,5339.641365484212
3284,5373.547364065057
3285,5411.3085374964085
3286,5452.479801561937
3287,5496.738110438317
3288,5544.047153831134
3289,5594.644658075848
3290,5648.826665416377
3291,5706.611152653445
3292,5767.48462121867
3293,5830.687668858924
3294,5895.51207857265
3295,5961.072239211829
3296,6026.391514100171
3297,6090.944957261414
3298,6154.808638538249
3299,6218.29983267422
3300,6281.499056075319
3301,6344.071685528291
3302,6405.546368816419
3303,6465.566732115161
3304,6523.830098167044
3305,6579.934153085271
3306,6633.46994999595
3307,6684.368320159934
3308,6732.972963308628
3309,6779.6929694010805
3310,6824.728629391186
3311,6868.107205143444
3312,6909.62875113634
3313,6948.66723478003
3314,6984.300895599846
3315,7015.777870375899
3316,7042.977345586716
3317,7066.327112609648
3318,7086.180942186941
3319,7102.576550857949
3320,7115.390633801896
3321,7124.515896176851
3322,7130.208782612448
3323,7133.076128478489
3324,7133.598904866462
3325,7131.915310016281
3326,7127.969961627005
3327,7121.91772836083
3328,7114.356688600473
3329,7105.793722923131
3330,7096.08395121527
3331,7084.670942483968
3332,7070.854037070618
3333,7053.788323644111
3334,7032.92528560599
3335,7008.412368052312
3336,6980.722194366764
3337,6950.027638704076
3338,6916.153539441202
3339,6879.086130394559
3340,6839.164768773634
3341,6796.882351977903
3342,6752.806629612942
3343,6707.453850479842
3344,6661.27209160424
3345,6614.891890918666
3346,6568.994502856022
3347,6523.772467269479
3348,6478.736971852792
3349,6433.006497146788
3350,6385.728602631596
3351,6336.373913583782
3352,6284.774157356373
3353,6231.2147875165665
3354,6176.631376144575
3355,6122.289793594173
3356,6069.028617182422
3357,6016.895572289664
3358,5965.412300779295
3359,5914.153141140104
3360,5863.2093759039135
3361,5813.060174156894
3362,5764.069839843165
3363,5716.387706315935
3364,5670.185556498732
3365,5625.594588847734
3366,5582.532720035586
3367,5540.812988610714
3368,5500.256161828329
3369,5460.681559826035
3370,5422.045056577337
3371,5384.7966978537215
3372,5350.019965636013
3373,5318.930151503151
3374,5292.1724649795315
3375,5269.655914780822
3376,5250.937456176146
3377,5235.629651561332
3378,5223.51868529655
3379,5214.528972996651
3380,5208.546260269409
3381,5205.187296540509
3382,5204.022054066776
3383,5205.032231047378
3384,5208.616421310192
3385,5215.2670068963525
3386,5225.474480712709
3387,5239.724847119926
3388,5258.204540489065
3389,5280.749153219613
3390,5307.247285852989
3391,5337.813119994555
3392,5372.467284249526
3393,5410.787612026278
3394,5452.031247868471
3395,5495.540275721293
3396,5541.0726268684675
3397,5588.86664342361
3398,5639.336766786373
3399,5692.544714120531
3400,5747.901763046302
3401,5804.589828680324
3402,5862.042976848628
3403,5919.862654590844
3404,5977.752648808839
3405,6035.548798234898
3406,6093.204996398107
3407,6150.923033188633
3408,6208.917921193817
3409,6266.902386539717
3410,6324.291127078116
3411,6380.827391794948
3412,6436.599089379082
3413,6491.618735722654
3414,6545.730480066849
3415,6598.8753862494505
3416,6651.164090978767
3417,6702.691447903822
3418,6753.455904707697
3419,6803.378901132133
3420,6852.324821978608
3421,6900.016622906799
3422,6945.889626380646
3423,6989.232462029363
3424,7029.383849134376
3425,7065.71556926962
3426,7097.69518175878
3427,7124.894382924741
3428,7146.956028587891
3429,7163.976809202159
3430,7176.701659678126
3431,7185.837302432963
3432,7191.427151908598
3433,7193.11641968882
3434,7190.653889906276
3435,7184.074368333846
3436,7173.7242418780625
3437,7160.120575860729
3438,7143.6401738509585
3439,7124.40979445129
3440,7102.458728544803
3441,7077.680066863978
3442,7049.719060347777
3443,7018.464692300859
3444,6984.540538430977
3445,6948.687716589372
3446,6911.023803842102
3447,6871.345167112303
3448,6829.61535634075
3449,6786.053495281212
3450,6741.187601563964
3451,6695.688424098928
3452,6649.8126263286085
3453,6603.218742876521
3454,6555.664649999558
3455,6507.5581232343275
3456,6459.563271855064
3457,6412.111047176779
3458,6365.38135684207
3459,6319.337620192594
3460,6273.808711590772
3461,6228.68306123358
3462,6183.875635179471
3463,6139.273272383955
3464,6094.843095878068
3465,6050.49496178027
3466,6005.931948745079
3467,5960.954594769938
3468,5915.641020930449
3469,5870.0564410523
3470,5824.15261143023
3471,5777.960277927217
3472,5731.588562996791
3473,5685.210736571347
3474,5639.226735427901
3475,5594.163499808447
3476,5550.288624561438
3477,5507.652835219269
3478,5466.655414611624
3479,5428.057502927965
3480,5392.252059465942
3481,5358.95505907237
3482,5327.593852071784
3483,5297.826279821531
3484,5269.8109771153395
3485,5244.04475430592
3486,5221.092337000533
3487,5201.391448033036
3488,5185.072426384828
3489,5172.180510410207
3490,5163.062671531179
3491,5158.189552509965
3492,5157.777364501029
3493,5161.890421921297
3494,5170.617861727942
3495,5183.801230805937
3496,5200.908964301439
3497,5221.522556868357
3498,5245.618768588459
3499,5273.270352618261
3500,5304.533017050434
3501,5339.484465964248
3502,5378.081675738688
3503,5420.262562547773
3504,5466.088433768583
3505,5515.549179124086
3506,5568.404976361084
3507,5624.196043277248
3508,5682.258860334845
3509,5742.030989551794
3510,5803.430633155408
3511,5866.478266521158
3512,5930.635056378508
3513,5994.892112400069
3514,6058.381068520613
3515,6120.712040059884
3516,6181.980702404946
3517,6242.612953812518
3518,6302.839175986812
3519,6362.457097930245
3520,6421.206697129329
3521,6478.88448416965
3522,6535.201897593062
3523,6589.739774487573
3524,6642.079515385873
3525,6692.058391457135
3526,6739.635833009417
3527,6784.723309208306
3528,6827.312275868475
3529,6867.256954972643
3530,6904.075857735848
3531,6937.292070527317
3532,6966.719057152363
3533,6992.439020454278
3534,7014.65435184134
3535,7033.590021700631
3536,7049.681652990193
3537,7063.597767892177
3538,7075.858336286919
3539,7086.838701556963
3540,7096.915224787635
3541,7106.1161630927445
3542,7114.038385028623
3543,7120.210046994155
3544,7124.230666091816
3545,7125.672728082631
3546,7124.032904277569
3547,7118.82546332096
3548,7109.672531838285
3549,7096.360677234945
3550,7078.777146967196
3551,7056.744596494503
3552,7030.266115625376
3553,6999.855822595291
3554,6966.329092204434
3555,6930.46999819659
3556,6892.8558049711
3557,6853.7948879005135
3558,6813.3385062656025
3559,6771.329086272705
3560,6727.73827795944
3561,6682.812064434235
3562,6636.715157446658
3563,6589.504855383455
3564,6541.25999285092
3565,6491.960026007715
3566,6441.67472695079
3567,6390.636960040668
3568,6338.916671170923
3569,6286.578101429272
3570,6233.978687857532
3571,6181.547119282154
3572,6129.593882956487
3573,6078.332697992609
3574,6027.937066706632
3575,5978.692983038806
3576,5930.902656656684
3577,5884.504345590863
3578,5839.0311506278895
3579,5794.08772772576
3580,5749.84685188172
3581,5706.930469900811
3582,5665.749468545779
3583,5626.11658139689
3584,5587.437518373078
3585,5549.223432195841
3586,5511.5267575412345
3587,5474.646899058107
3588,5438.507081017638
3589,5402.958600738855
3590,5368.407109737229
3591,5335.591948002348
3592,5305.32141718299
3593,5278.613291772041
3594,5256.348541934765
3595,5238.616135197411
3596,5224.722158074811
3597,5213.781830785733
3598,5205.19622828512
3599,5198.798212798556
3600,5194.814811386779
3601,5193.648746040785
3602,5195.595754175962
3603,5200.887278618196
3604,5210.0134019133
3605,5223.747910830112
3606,5242.605770219126
3607,5266.409330231641
3608,5294.556634419849
3609,5326.380843912101
3610,5361.207289241219
3611,5398.573966565135
3612,5438.49793862148
3613,5481.283872404966
3614,5527.100013708428
3615,5575.837855340794
3616,5627.158304043447
3617,5680.470510237052
3618,5734.991065490704
3619,5790.049557773062
3620,5845.53274257387
3621,5901.852173824905
3622,5959.430326908518
3623,6018.526747000261
3624,6079.217630914856
3625,6141.229106095074
3626,6204.0869743648345
3627,6267.450440343429
3628,6331.127167442945
3629,6394.833193664985
3630,6458.130554246503
3631,6520.514733838717
3632,6581.348354980619
3633,6639.948501258997
3634,6695.95683059251
3635,6749.452357400367
3636,6800.607620767142
3637,6849.2585537819805
3638,6894.898866467355
3639,6937.11800405245
3640,6975.907002499915
3641,7011.562686393144
3642,7044.369626003739
3643,7074.326369106176
3644,7101.14826507523
3645,7124.39290976686
3646,7143.569459027775
3647,7158.446033187813
3648,7169.256943789958
3649,7176.2896367884
3650,7179.3963670136645
3651,7178.186387202805
3652,7172.49567349011
3653,7162.6173404446035
3654,7149.274998957977
3655,7133.165421669135
3656,7114.4487265287
3657,7092.9264053066345
3658,7068.529744121925
3659,7041.516929144887
3660,7012.547747207682
3661,6982.426397914167
3662,6951.518511798157
3663,6919.7766937889355
3664,6887.23252852629
3665,6853.914532706471
3666,6819.446373195377
3667,6783.256513958794
3668,6745.128700578087
3669,6705.3305171884485
3670,6664.356813392176
3671,6622.5043285827
3672,6579.620678904855
3673,6535.408627588966
3674,6489.928322954832
3675,6443.565169289937
3676,6396.384935715612
3677,6347.98427728818
3678,6298.271952638984
3679,6247.792817426969
3680,6197.1303308100805
3681,6146.620037077329
3682,6096.614829895456
3683,6047.425598350916
3684,5998.969937440241
3685,5950.8273189423835
3686,5902.765798717943
3687,5854.967900937206
3688,5807.500174483211
3689,5759.905521771864
3690,5711.575686114424
3691,5662.462278596044
3692,5613.457802082514
3693,5565.880678625056
3694,5520.561464133566
3695,5477.644117852594
3696,5436.913256808486
3697,5398.116224936108
3698,5361.380247337291
3699,5327.117715648965
3700,5295.351119390148
3701,5265.742704933262
3702,5238.231297441751
3703,5213.063100300801
3704,5190.449962701912
3705,5170.760950777632
3706,5154.772991492415
3707,5143.247997846723
3708,5136.4057193683975
3709,5134.011247498161
3710,5135.990592357165
3711,5142.719661319097
3712,5154.566282197541
3713,5171.447199781695
3714,5192.88514795507
3715,5218.430889461344
3716,5247.91874570033
3717,5281.173899532001
3718,5317.821697798833
3719,5357.412596518782
3720,5399.437443981588
3721,5443.3785461372645
3722,5488.934347464759
3723,5536.249577435483
3724,5585.855561853708
3725,5638.322027194094
3726,5693.892535306179
3727,5752.167274791334
3728,5812.173679638945
3729,5872.948994747494
3730,5933.986380987447
3731,5995.1371787141225
3732,6056.205901285896
3733,6116.639028012106
3734,6175.760592928551
3735,6233.523182364121
3736,6290.749885389297
3737,6348.310100357728
3738,6406.259396248964
3739,6463.917987215711
3740,6520.488563196417
3741,6575.465058512675
3742,6628.577516374933
3743,6679.537151790958
3744,6728.000454946363
3745,6773.5911043011965
3746,6815.83256668111
3747,6854.361544783287
3748,6889.412547491782
3749,6921.941549308139
3750,6952.983397520563
3751,6982.938884615092
3752,7011.602290076867
3753,7038.601704923593
3754,7063.779902452683
3755,7087.15698021373
3756,7108.422433256282
3757,7126.912250342492
3758,7142.129892055708
3759,7153.799787746221
3760,7161.749224558705
3761,7166.050297019742
3762,7166.785507410654
