Unnamed: 0,amostras,amostra_ajustada
253,6516.939830575268,3096.8723050474005
254,6569.160569981609,3112.3816340424
255,6621.239280989641,3127.8487812303038
256,6673.102160281793,3143.2518273517126
257,6724.418720653421,3158.49261916629
258,6774.510719634163,3173.3697216554815
259,6822.837854260079,3187.7226672249953
260,6869.332030623665,3201.531232285007
261,6914.005626722488,3214.799093046133
262,6956.566952082105,3227.4396187255784
263,6996.385165573352,3239.2654522938005
264,7032.611447724115,3250.024498115998
265,7064.421954170112,3259.472078054106
266,7091.387384850494,3267.480691885857
267,7113.624721012241,3274.0850825250113
268,7131.457413664741,3279.3813134929846
269,7145.091991021455,3283.4307227571394
270,7154.688082411029,3286.2807195231544
271,7160.396667385821,3287.976144051349
272,7162.30761012521,3288.5436856061547
273,7160.61553862986,3288.0411478442848
274,7155.509214806665,3286.5245922185077
275,7146.859221771702,3283.9555824858076
276,7134.490913853019,3280.282249652856
277,7118.652600513011,3275.578340533441
278,7100.043548727291,3270.0515343313314
279,7079.350840226567,3263.9058912863698
280,7056.677725365762,3257.1720762980103
281,7031.535169123284,3249.7048481244365
282,7003.26251904366,3241.307995903839
283,6971.319214872731,3231.8209756278657
284,6935.496692135729,3221.181844568539
285,6896.0783671285735,3209.4747761141703
286,6853.691358404781,3196.8860217057754
287,6809.11787308134,3183.647893402845
288,6763.261060761185,3170.02862264911
289,6717.01895855284,3156.2949225000357
290,6671.186348965432,3142.682839851046
291,6626.323890630046,3129.358887839683
292,6582.5879124536605,3116.3694954609664
293,6539.840664056491,3103.67375146041
294,6497.78241958616,3091.182638583459
295,6455.952939127699,3078.7594676078024
296,6413.848596168156,3066.2546636831275
297,6371.186783572628,3053.5842937383713
298,6328.142943619317,3040.8004633554
299,6285.185757414345,3028.042368753019
300,6242.556491815038,3015.3816651224115
301,6200.019401084534,3002.7483370207915
302,6157.087665686627,2989.9978011957173
303,6113.348101130804,2977.0073436781454
304,6068.543343764758,2963.7005285998675
305,6022.581140747202,2950.049957274413
306,5975.722479740989,2936.1331418851178
307,5928.539243870604,2922.1199291944986
308,5881.572460828798,2908.1710020381042
309,5835.186169215421,2894.394478272481
310,5789.501784873699,2880.826417866892
311,5744.400483979518,2867.4315306703047
312,5699.743429301025,2854.1685826379694
313,5655.509291209051,2841.0312389642154
314,5611.908978858338,2828.0821387366177
315,5569.311480441353,2815.430869818875
316,5527.971497809772,2803.1530775361616
317,5488.270729094561,2791.3621245477825
318,5450.835400112544,2780.243997155897
319,5415.92785585918,2769.876610665633
320,5383.228508485814,2760.16504889725
321,5352.244477845531,2750.9629286236914
322,5322.577683977589,2742.152021854553
323,5294.100571876966,2733.6944453166307
324,5267.133987085927,2725.685488719111
325,5242.293170477541,2718.3078758843694
326,5220.256661056274,2711.76312990028
327,5201.662487559578,2706.2407424843077
328,5186.78674742133,2701.822713355057
329,5175.476527771222,2698.4636280653162
330,5167.805617797386,2696.1854016781044
331,5164.37388275326,2695.1661915246655
332,5165.698750516172,2695.5596713995865
333,5171.897694981454,2697.4007305310106
334,5182.993942471985,2700.6962670342664
335,5199.001291231764,2705.4503789268865
336,5219.721620200355,2711.604225128832
337,5244.702795553629,2719.0235238909754
338,5273.524094984588,2727.5833225460647
339,5306.054083425101,2737.244585459285
340,5342.299320660764,2748.0092608579916
341,5382.093246460169,2759.8278810889915
342,5425.073420106433,2772.592802859923
343,5470.900530360441,2786.203252231178
344,5519.36232741492,2800.5961919473
345,5570.441325902232,2815.766428931318
346,5624.261330822723,2831.750732721605
347,5680.726714249565,2848.520702246191
348,5739.392401073966,2865.9441521632316
349,5799.659910378464,2883.8433362831556
350,5860.915269723145,2902.0359075026317
351,5922.680296412136,2920.379847672659
352,5984.685190445824,2938.795027384798
353,6046.630226774578,2957.192429622905
354,6108.034374117804,2975.429190220896
355,6168.683750895821,2993.441787294114
356,6229.00458067196,3011.3568073586503
357,6289.400175402716,3029.2940322845425
358,6349.588145117649,3047.169593497615
359,6409.071690177558,3064.8359436989103
360,6467.6125646762575,3082.2223249063936
361,6525.128905989647,3099.304424282216
362,6581.587858135377,3116.0724837447124
363,6636.721048817849,3132.4467979072324
364,6689.910284168576,3148.243765920801
365,6740.607520115538,3163.3006211162115
366,6788.5035671062005,3177.5255355617537
367,6833.259331210454,3190.817799857635
368,6874.51610029629,3203.0708780847363
369,6912.209900956565,3214.265770423644
370,6946.520975425151,3224.4560080218616
371,6977.550000512469,3233.671491447492
372,7005.283000019216,3241.9080698310618
373,7029.680721397195,3249.154085339097
374,7050.765565148053,3255.416190821665
375,7068.942085899121,3260.8145372165554
376,7085.020019993644,3265.5896126418875
377,7099.677133897786,3269.9427107450697
378,7113.246224968752,3273.9726708715475
379,7125.795207094174,3277.699663146036
380,7136.940858479137,3281.0098723877686
381,7145.979255375849,3283.6942363522026
382,7152.383510155329,3285.5962717402863
383,7155.801602098232,3286.6114299529104
384,7155.775826970572,3286.6037748538192
385,7151.900128576723,3285.4527095460708
386,7144.079134083861,3283.129908719487
387,7132.540539541863,3279.7029970953668
388,7117.790775649641,3275.32238235487
389,7100.275553929129,3270.120438851734
390,7079.892173018809,3264.0666647351204
391,7056.212099772277,3257.0337875529644
392,7029.073620755574,3248.973779129514
393,6998.609221033513,3239.9259869439584
394,6965.108545706375,3229.9764343119987
395,6929.168493577204,3219.302397542212
396,6891.483377914223,3208.1100846091476
397,6852.266222977668,3196.4627627773725
398,6811.2910681864405,3184.2933227521517
399,6768.3961531563,3171.5537224137042
400,6723.5498046689,3158.2345549560514
401,6676.715949151495,3144.325106687391
402,6627.882796595705,3129.8218760272985
403,6577.087465501935,3114.735887006478
404,6524.6098665372365,3099.1502718569473
405,6471.156556932204,3083.2748749560114
406,6417.4970133038405,3067.338227460883
407,6363.973552312606,3051.441995908036
408,6310.531381795084,3035.5699072669
409,6257.021276781905,3019.677642380555
410,6203.332828447169,3003.7324103152782
411,6149.391749270477,2987.7121480055675
412,6095.308046214786,2971.6495270336263
413,6041.660303820308,2955.7163844528477
414,5989.301299988868,2940.1659915341743
415,5938.782035257133,2925.1619930037587
416,5890.372886281579,2910.784689534581
417,5844.32644242619,2897.1090990523007
418,5800.667962138536,2884.1427232043034
419,5759.107944878001,2871.799581608472
420,5719.308518727431,2859.979327797466
421,5680.983121998142,2848.5968542152123
422,5643.740049281365,2837.5358260850926
423,5607.023769425136,2826.6312531082194
424,5570.349234391743,2815.739078159382
425,5533.588328039973,2804.8212513104054
426,5497.03538892098,2793.9651898111724
427,5461.395298912468,2783.3802404665776
428,5427.62419589213,2773.350372003956
429,5396.377992538036,2764.07038759216
430,5367.654058400432,2755.5395059992293
431,5341.104867956444,2747.654513679555
432,5316.431947533175,2740.326765270358
433,5293.330623799458,2733.4657741377296
434,5271.509465439225,2726.984986467769
435,5251.141930691631,2720.9359185915073
436,5233.000674312417,2715.5480455593283
437,5218.16049576673,2711.140578066027
438,5207.705037127044,2708.035353021726
439,5202.301408392554,2706.4304991502036
440,5202.000841234895,2706.3412320316947
441,5206.520406834005,2707.683523056064
442,5215.473959586563,2710.342688684359
443,5228.5182642692,2714.2167895709786
444,5245.408256272151,2719.2330426090366
445,5265.748925427643,2725.2741315230833
446,5288.9612552899125,2732.1680909856846
447,5314.555125913685,2739.7693575374815
448,5342.359296096145,2748.027073297446
449,5372.680788792287,2757.032422727386
450,5405.9481999738255,2766.9126969382055
451,5442.097475914593,2777.6488722560966
452,5480.73946531845,2789.125372464612
453,5521.833102112883,2801.3300011215647
454,5565.694339943762,2814.3565950645147
455,5612.356325229971,2828.2149986334953
456,5661.408724418293,2842.7833445752485
457,5712.439075457365,2857.9391334819675
458,5765.231204401787,2873.6181626465
459,5819.5147144991215,2889.740125427454
460,5874.850156035224,2906.174507200355
461,5931.08969648195,2922.8774023571773
462,5988.637196478742,2939.9687557243724
463,6047.939602874995,2957.5813085424766
464,6109.049631812462,2975.7307172727947
465,6171.609643759987,2994.310764553922
466,6234.9928178528135,3013.1352873570904
467,6298.552592524261,3032.0122597522345
468,6361.823648243864,3050.803483893674
469,6424.623867545567,3069.454871698228
470,6486.896067814445,3087.9494401817847
471,6548.277608184842,3106.1794866086784
472,6607.979035758917,3123.910546954504
473,6665.210224202095,3140.907957187119
474,6719.686021530402,3157.0870284265247
475,6771.702693453755,3172.5357502802462
476,6821.683961350236,3187.3799661264047
477,6869.601372527861,3201.6112256411293
478,6914.887618209412,3215.0610406228425
479,6956.900989903034,3227.5388264832714
480,6995.3296468304325,3238.9519678883626
481,7030.1555871297805,3249.2951183646505
482,7061.341959366973,3258.557333198943
483,7088.683530470794,3266.6776590754057
484,7112.059406377438,3273.620190990961
485,7131.573471421177,3279.4157821341305
486,7147.413299250352,3284.1201410501403
487,7159.894027160045,3287.826862123971
488,7169.335037481063,3290.6308004974685
489,7175.792799563982,3292.548727318383
490,7179.237042918132,3293.571652384662
491,7179.55582481389,3293.6663291999494
492,7176.243748748457,3292.682657234764
493,7168.628556312368,3290.4209787102127
494,7156.410756031227,3286.7923459809635
495,7139.789986238994,3281.8560507505945
496,7119.341241174428,3275.78286376882
497,7095.981038016936,3268.844986590551
498,7070.71519161636,3261.3411417844763
499,7044.14818775578,3253.450858958739
500,7016.370251339193,3245.2009345113897
501,6987.249159255114,3236.55209876222
502,6956.728816674436,3227.487691794701
503,6924.938776418298,3218.0461902246016
504,6892.043033592313,3208.2762998740805
505,6858.158256074471,3198.212670587691
506,6823.393498199134,3187.88769102115
507,6787.623034501857,3177.2640212667275
508,6750.451690055045,3166.2242961160327
509,6711.758574431098,3154.732611645926
510,6671.88356652177,3142.8899103863405
511,6631.110805130356,3130.780580307087
512,6589.386125414515,3118.388534689185
513,6546.579406370292,3105.6751281690786
514,6502.684883255997,3092.6386486439424
515,6457.66175690816,3079.266978942398
516,6411.373938713463,3065.5197013472607
517,6363.794100473375,3051.3886995042503
518,6315.011468727364,3036.900473301561
519,6265.164019759985,3022.096001086396
520,6214.5528364559605,3007.064703145926
521,6163.68362815151,2991.9567729197774
522,6113.177121702146,2976.9565635428853
523,6063.539679959286,2962.2144625460032
524,6014.881301817191,2947.763139114968
525,5966.941091803849,2933.525108446716
526,5919.495821262529,2919.4340726159835
527,5872.642564989852,2905.5188624086813
528,5826.442073384527,2891.7975204249506
529,5780.523038994581,2878.1597699912622
530,5734.410459431015,2864.464537495711
531,5688.092681726736,2850.708362058531
532,5642.001607608998,2837.019516585421
533,5596.63481629228,2823.545779905756
534,5552.547260920738,2810.4519706526553
535,5510.349928419537,2797.9195492447534
536,5470.423053533157,2786.0614437220293
537,5432.870867098663,2774.908610182805
538,5397.605513123875,2764.434955785379
539,5364.354902298341,2754.5596712061015
540,5332.778800870673,2745.181708523296
541,5302.667920378235,2736.2389099877846
542,5274.248001264592,2727.798319514429
543,5248.45310980999,2720.1373506635905
544,5226.584631007542,2713.6425090312614
545,5209.434344508602,2708.548949677365
546,5196.9899211570055,2704.853010896966
547,5189.09150201174,2702.5072152905286
548,5185.868137374017,2701.5498902276204
549,5187.35407538548,2701.9912072550687
550,5193.23781470999,2703.7386518516414
551,5203.122583891578,2706.6743846470727
552,5216.783083414347,2710.7314926800727
553,5234.193525587411,2715.902317120327
554,5255.320576709379,2722.1769580057253
555,5280.025595377415,2729.5142394518716
556,5308.162844407869,2737.870878158802
557,5339.700443082926,2747.237405694111
558,5374.867169082183,2757.6817680183503
559,5413.852550797494,2769.260254226934
560,5456.271211486578,2781.8584091292446
561,5501.33386336796,2795.2418177397058
562,5548.43518165087,2809.230701268596
563,5597.286494801288,2823.739325545095
564,5647.70943104822,2838.7147149409143
565,5699.638173571651,2854.1373221511585
566,5753.137144697092,2870.026280322013
567,5808.139357892908,2886.361694749397
568,5864.345123435402,2903.0545589088133
569,5921.44521874767,2920.0130350604604
570,5979.263968837688,2937.1849485074927
571,6037.887895112685,2954.5959957257774
572,6097.640765822523,2972.3423344557496
573,6158.535023299889,2990.4276600152725
574,6220.012141993982,3008.6860927822268
575,6281.394437922005,3026.916363606399
576,6342.167918114157,3044.96581884557
577,6401.867146136336,3062.6962259341954
578,6460.077926085488,3079.9845705181733
579,6516.565757732537,3096.7612070650284
580,6571.24342558614,3113.0002329589797
581,6624.062642127803,3128.687307020273
582,6674.840255470186,3143.7680339471735
583,6723.025142417,3158.0787325841648
584,6767.889515972889,3171.403253407559
585,6809.095504029317,3183.641249893177
586,6846.798748815551,3194.8389470957886
587,6881.361171946719,3205.1038341368285
588,6913.384137662851,3214.614513539939
589,6943.645136067871,3223.6018964325604
590,6972.69658241366,3232.230047705016
591,7000.8116912268615,3240.5801108651945
592,7028.145486244864,3248.6981272785088
593,7054.633660609252,3256.564998091991
594,7079.896761058079,3264.0680273625226
595,7103.3824025694985,3271.0431591779675
596,7124.503687406944,3277.316087502327
597,7142.682337702285,3282.7150663624625
598,7157.365653977479,3287.0759464541366
599,7168.042981573417,3290.247065598663
600,7174.5081365417445,3292.1671880738973
601,7177.117177761018,3292.9420617944006
602,7176.384933666255,3292.7245885318725
603,7172.406405929783,3291.5429833634635
604,7164.916700392556,3289.318573893719
605,7153.586484573774,3285.9535498301857
606,7138.14667198925,3281.3679936753556
607,7118.49307383177,3275.5309618135884
608,7094.679657558686,3268.4584823413943
609,7066.917487729517,3260.2132405008824
610,7035.64320375316,3250.9249162682795
611,7001.367935611239,3240.745312990959
612,6964.560297980303,3229.8136071584377
613,6925.737086288202,3218.2832847305976
614,6885.283393054565,3206.2687164851877
615,6843.147003972943,3193.754395003772
616,6799.062024008223,3180.661350635124
617,6752.954582253487,3166.967644046107
618,6704.893753517313,3152.6937901498304
619,6654.990046464375,3137.8726095316924
620,6603.565248272353,3122.5996715624406
621,6551.092028890457,3107.0153571296623
622,6498.016370180163,3091.252120876743
623,6445.00366667126,3075.5075820406255
624,6392.975218584106,3060.055362718259
625,6342.617401408194,3045.0993133989646
626,6294.20854682261,3030.722097362308
627,6247.771888511013,3016.9306149097347
628,6203.055233696973,3003.6499659003384
629,6159.520331124107,2990.72029208791
630,6116.60280672621,2977.9739768670825
631,6073.976923502985,2965.3142777872354
632,6031.452579068708,2952.6847352793056
633,5988.736134421649,2939.998139856502
634,5945.522187451662,2927.1637884407764
635,5901.8032061625445,2914.17944406252
636,5857.7582104430985,2901.0982748381466
637,5813.439338992484,2887.935765731062
638,5769.042589584808,2874.750127214642
639,5724.970805206553,2861.6610018769024
640,5681.270434385314,2848.6821847254205
641,5637.8823947463,2835.796128555794
642,5595.407560837534,2823.181290455301
643,5554.743862382655,2811.104351586573
644,5516.307257957016,2799.6888498096005
645,5480.131000425933,2788.9446610785376
646,5446.314383411909,2778.9012751607825
647,5415.093835003043,2769.628910154426
648,5386.554485007631,2761.152849236596
649,5360.409912580492,2753.3880266811184
650,5336.24942131836,2746.212467469873
651,5313.876647097075,2739.5678523251354
652,5293.182086952741,2733.4216593501988
653,5274.0146604976335,2727.7290183370833
654,5256.486485115606,2722.5232276536813
655,5241.081902059047,2717.948134513082
656,5228.441405170526,2714.193962758085
657,5219.273752677646,2711.471210452387
658,5214.28559272197,2709.9897489734467
659,5213.924119823972,2709.8823931190186
660,5218.192779641691,2711.1501662343244
661,5226.900301844034,2713.736261875685
662,5239.808377803904,2717.569903433234
663,5256.30155215336,2722.468303380565
664,5275.581584988091,2728.194387991154
665,5297.436956142139,2734.685336709793
666,5322.341401191428,2742.081846910497
667,5350.929259991862,2750.572314729202
668,5383.562102755034,2760.2641249220437
669,5420.146075396825,2771.129403240502
670,5460.3044082849365,2783.056250767613
671,5503.66043109664,2795.9327980809167
672,5550.002122727565,2809.6960758487057
673,5599.419096668611,2824.3726988820426
674,5652.238665231728,2840.0598774921536
675,5708.547616589232,2856.783387382956
676,5767.814528352848,2874.385398451913
677,5829.268825456492,2892.6370533072845
678,5892.32922869821,2911.365714593041
679,5956.423414278659,2930.401404668181
680,6020.837835467991,2949.5322033049865
681,6085.000297747661,2968.5881712582823
682,6148.841903668425,2987.5488462898966
683,6212.548754388495,3006.469499621988
684,6276.004867022779,3025.31568484987
685,6338.917486787205,3044.000455095488
686,6401.06017572203,3062.4565592847575
687,6462.198011884212,3080.6142266380184
688,6522.304724982518,3098.465654994785
689,6581.534575285477,3116.0566589735913
690,6639.650908946073,3133.316953426946
691,6695.97124030333,3150.0438431274206
692,6749.92568290679,3166.0680743158678
693,6801.230595580427,3181.305406815578
694,6849.55058258537,3195.6562295732265
695,6894.401552614556,3208.976769608381
696,6935.465418759926,3221.17255651403
697,6972.794733527106,3232.259198152271
698,7006.710341335534,3242.3319838988173
699,7037.572118176711,3251.497795333918
700,7065.528974816415,3259.800858297415
701,7090.4062159261175,3267.189289048195
702,7111.889930198856,3273.569857314335
703,7129.723478844575,3278.8663425085147
704,7143.71898778305,3283.0229468585653
705,7153.805373830987,3286.018558972955
706,7159.981825806201,3287.852937934157
707,7162.283236984802,3288.536446891086
708,7160.997586803067,3288.154614464589
709,7156.515958391281,3286.823590617322
710,7148.956857781149,3284.578571117376
711,7138.489683830352,3281.46986667741
712,7125.823699178874,3277.7081251693703
713,7111.896816626598,3273.571902552964
714,7097.234249178519,3269.2171847713153
715,7081.827403100189,3264.6414195232437
716,7065.504176370572,3259.7934932685102
717,7048.186135942887,3254.6501117385837
718,7029.681869181971,3249.1544262261064
719,7009.453677060371,3243.146742494423
720,6986.833774948726,3236.428731457575
721,6961.419245894024,3228.8807285598127
722,6933.172991656636,3220.4917157877944
723,6902.182771838665,3211.287757355794
724,6868.41280241435,3201.2582255661855
725,6831.685706364899,3190.3504402276894
726,6791.913882532422,3178.5383841832645
727,6749.342468633758,3165.8948622522726
728,6704.473420074796,3152.568952973611
729,6657.812208767105,3138.710779272832
730,6609.741881620835,3124.4341043907025
731,6560.65701163922,3109.8561147667333
732,6511.065049485657,3095.1275210070326
733,6461.289516313733,3080.3444074655354
734,6411.315593666802,3065.502373126056
735,6361.054986268746,3050.5751946815035
736,6310.461071804422,3035.549025510165
737,6259.5415622343135,3020.4261560302484
738,6208.492326550872,3005.264758467547
739,6157.664993475767,2990.169264999591
740,6107.3789028196015,2975.234518139915
741,6057.74077830939,2960.4922143641447
742,6008.514234567496,2945.872148259009
743,5959.199144100056,2931.225784167412
744,5909.381418671886,2916.4301397121326
745,5859.125686496213,2901.5044091870977
746,5808.983761274973,2886.6124788249545
747,5759.5419317258265,2871.9284737857747
